parameter,sparsity,top1,top5,loss
module.layer3.0.conv1.weight,0.2,69.752,89.074,1.251914653394904
module.layer3.0.conv1.weight,0.25,69.706,89.074,1.2510235183397118
module.layer3.0.conv1.weight,0.30000000000000004,69.776,89.092,1.2516325380729167
module.layer3.0.conv1.weight,0.35000000000000003,69.702,89.03999999999999,1.2526799212304904
module.layer3.0.conv1.weight,0.4,69.594,89.03,1.2554985423173226
module.layer3.0.conv1.weight,0.45,69.476,88.938,1.2597834671638446
module.layer3.0.conv2.weight,0.0,69.758,89.078,1.2514319622090884
module.layer3.0.conv2.weight,0.05,69.76400000000001,89.092,1.251373938759978
module.layer3.0.conv2.weight,0.1,69.76,89.044,1.2511874349141612
module.layer3.0.conv2.weight,0.15000000000000002,69.768,89.058,1.2513023996535606
module.layer3.0.conv2.weight,0.2,69.724,89.056,1.2515148222446442
module.layer3.0.conv2.weight,0.25,69.686,89.092,1.2515249644615203
module.layer3.0.conv2.weight,0.30000000000000004,69.614,89.076,1.2519803973180912
module.layer3.0.conv2.weight,0.35000000000000003,69.654,89.07000000000001,1.251562069113158
module.layer3.0.conv2.weight,0.4,69.628,89.092,1.2536196691953414
module.layer3.0.conv2.weight,0.45,69.628,89.02600000000001,1.255511959900661
module.layer3.0.downsample.0.weight,0.0,69.758,89.078,1.2514319622090884
module.layer3.0.downsample.0.weight,0.05,69.756,89.076,1.2514394579493267
module.layer3.0.downsample.0.weight,0.1,69.754,89.074,1.251518819405108
module.layer3.0.downsample.0.weight,0.15000000000000002,69.776,89.072,1.251335181599977
module.layer3.0.downsample.0.weight,0.2,69.738,89.082,1.2514310961171078
module.layer3.0.downsample.0.weight,0.25,69.76,89.078,1.2514104204518441
module.layer3.0.downsample.0.weight,0.30000000000000004,69.74199999999999,89.064,1.2510750315019057
module.layer3.0.downsample.0.weight,0.35000000000000003,69.78599999999999,89.054,1.2516261390885521
module.layer3.0.downsample.0.weight,0.4,69.78800000000001,89.074,1.2514274570406696
module.layer3.0.downsample.0.weight,0.45,69.718,89.072,1.252062346102023
module.layer3.1.conv1.weight,0.0,69.758,89.078,1.2514319622090884
module.layer3.1.conv1.weight,0.05,69.746,89.074,1.2514588329560898
module.layer3.1.conv1.weight,0.1,69.774,89.08,1.2513109815059873
module.layer3.1.conv1.weight,0.15000000000000002,69.76400000000001,89.056,1.2514779672634844
module.layer3.1.conv1.weight,0.2,69.71000000000001,89.054,1.2522368902454568
module.layer3.1.conv1.weight,0.25,69.66799999999999,89.076,1.252875606928553
module.layer3.1.conv1.weight,0.30000000000000004,69.65,89.042,1.25366874829847
module.layer3.1.conv1.weight,0.35000000000000003,69.58,89.038,1.2547011022665058
module.layer3.1.conv1.weight,0.4,69.5,88.986,1.2568438155006396
module.layer3.1.conv1.weight,0.45,69.47,88.97,1.262232927035313
module.layer3.1.conv2.weight,0.0,69.758,89.078,1.2514319622090884
module.layer3.1.conv2.weight,0.05,69.758,89.08,1.2514017488883473
module.layer3.1.conv2.weight,0.1,69.74199999999999,89.066,1.2514235906454982
module.layer3.1.conv2.weight,0.15000000000000002,69.696,89.078,1.2515540976001287
module.layer3.1.conv2.weight,0.2,69.692,89.072,1.2519536816648071
module.layer3.1.conv2.weight,0.25,69.674,89.086,1.2521494751682085
module.layer3.1.conv2.weight,0.30000000000000004,69.67999999999999,89.056,1.2525609631319436
module.layer3.1.conv2.weight,0.35000000000000003,69.694,89.07000000000001,1.253384312500759
module.layer3.1.conv2.weight,0.4,69.684,89.02,1.2538968967844026
module.layer3.1.conv2.weight,0.45,69.64600000000002,88.996,1.2569755200220623
module.layer4.0.conv1.weight,0.0,69.758,89.078,1.2514319622090884
module.layer4.0.conv1.weight,0.05,69.752,89.094,1.2514683015796602
module.layer4.0.conv1.weight,0.1,69.74000000000001,89.086,1.2517568265296974
module.layer4.0.conv1.weight,0.15000000000000002,69.702,89.078,1.251673062845153
module.layer4.0.conv1.weight,0.2,69.714,89.06,1.2521366835856913
module.layer4.0.conv1.weight,0.25,69.68799999999999,89.07000000000001,1.2528712433211664
module.layer4.0.conv1.weight,0.30000000000000004,69.722,89.066,1.2544274048841733
module.layer4.0.conv1.weight,0.35000000000000003,69.556,89.006,1.2566100109596636
module.layer4.0.conv1.weight,0.4,69.44,88.98,1.2597285028623078
module.layer4.0.conv1.weight,0.45,69.394,88.946,1.263007645096098
module.layer4.0.conv2.weight,0.0,69.758,89.078,1.2514319622090884
module.layer4.0.conv2.weight,0.05,69.756,89.08,1.251364413876923
module.layer4.0.conv2.weight,0.1,69.722,89.064,1.2516282130869074
module.layer4.0.conv2.weight,0.15000000000000002,69.76599999999999,89.066,1.2518554164134725
module.layer4.0.conv2.weight,0.2,69.74199999999999,89.062,1.252307357836743
module.layer4.0.conv2.weight,0.25,69.74000000000001,89.06,1.2523144808958986
module.layer4.0.conv2.weight,0.30000000000000004,69.73,89.06,1.2517306047434715
module.layer4.0.conv2.weight,0.35000000000000003,69.66799999999999,89.1,1.2516622102382235
module.layer4.0.conv2.weight,0.4,69.572,89.04799999999999,1.253055160447043
module.layer4.0.conv2.weight,0.45,69.562,89.034,1.2548521973040636
module.layer4.0.downsample.0.weight,0.0,69.758,89.078,1.2514319622090884
module.layer4.0.downsample.0.weight,0.05,69.76400000000001,89.066,1.2514142380381121
module.layer4.0.downsample.0.weight,0.1,69.75,89.07000000000001,1.2513375248836016
module.layer4.0.downsample.0.weight,0.15000000000000002,69.772,89.096,1.2513642419053583
module.layer4.0.downsample.0.weight,0.2,69.744,89.092,1.251089556940964
module.layer4.0.downsample.0.weight,0.25,69.728,89.094,1.2509105710350734
module.layer4.0.downsample.0.weight,0.30000000000000004,69.68799999999999,89.05199999999999,1.251894099371774
module.layer4.0.downsample.0.weight,0.35000000000000003,69.66399999999999,89.03,1.2526675595008594
module.layer4.0.downsample.0.weight,0.4,69.66600000000001,89.02,1.2526961086051802
module.layer4.0.downsample.0.weight,0.45,69.608,89.01400000000001,1.2541704705479186
module.layer4.1.conv1.weight,0.0,69.758,89.078,1.2514319622090884
module.layer4.1.conv1.weight,0.05,69.756,89.088,1.251476637410874
module.layer4.1.conv1.weight,0.1,69.744,89.08,1.2516185422332924
module.layer4.1.conv1.weight,0.15000000000000002,69.72,89.056,1.2523709296876078
module.layer4.1.conv1.weight,0.2,69.736,89.068,1.2529060896866175
module.layer4.1.conv1.weight,0.25,69.728,89.086,1.2541627438396818
module.layer4.1.conv1.weight,0.30000000000000004,69.68799999999999,89.082,1.2568480221896756
module.layer4.1.conv1.weight,0.35000000000000003,69.632,89.018,1.2600749166948457
module.layer4.1.conv1.weight,0.4,69.59,88.982,1.2642485728981547
module.layer4.1.conv1.weight,0.45,69.47,88.91799999999999,1.2736009923475122
module.layer4.1.conv2.weight,0.0,69.758,89.078,1.2514319622090884
module.layer4.1.conv2.weight,0.05,69.768,89.08,1.251389066479645
module.layer4.1.conv2.weight,0.1,69.748,89.08,1.2513706992779459
module.layer4.1.conv2.weight,0.15000000000000002,69.744,89.08,1.2515890545078692
module.layer4.1.conv2.weight,0.2,69.702,89.076,1.2517622967763835
module.layer4.1.conv2.weight,0.25,69.694,89.076,1.2522192230942297
module.layer4.1.conv2.weight,0.30000000000000004,69.64399999999999,89.03,1.2530526461041707
module.layer4.1.conv2.weight,0.35000000000000003,69.614,89.042,1.2545080706477165
module.layer4.1.conv2.weight,0.4,69.504,89.006,1.2569563676203992
module.layer4.1.conv2.weight,0.45,69.458,88.974,1.2607667417246478
module.fc.weight,0.0,69.758,89.078,1.2514319622090884
module.fc.weight,0.05,69.726,89.088,1.2513963140699327
module.fc.weight,0.1,69.732,89.05199999999999,1.2516361762370383
module.fc.weight,0.15000000000000002,69.696,89.076,1.2520675423498049
module.fc.weight,0.2,69.63,89.05,1.2536959590352308
module.fc.weight,0.25,69.594,89.05,1.2559745947317202
module.fc.weight,0.30000000000000004,69.592,88.956,1.2576946149371107
module.fc.weight,0.35000000000000003,69.464,88.898,1.261421541778409
module.fc.weight,0.4,69.31,88.916,1.2672207750836184
module.fc.weight,0.45,69.05399999999999,88.83,1.273945014999838
