parameter,sparsity,top1,top5,loss
module.layer1.1.conv1.weight,0.1,76.13,92.862,0.964678814520641
module.layer1.1.conv1.weight,0.15000000000000002,76.13,92.862,0.9646787429798622
module.layer1.1.conv1.weight,0.2,76.132,92.866,0.96470114786406
module.layer1.1.conv1.weight,0.25,76.13,92.862,0.9646545104986555
module.layer1.1.conv1.weight,0.30000000000000004,76.13799999999999,92.852,0.9646501823955653
module.layer1.1.conv1.weight,0.35000000000000003,76.13600000000001,92.86,0.9646290019914809
module.layer1.1.conv1.weight,0.4,76.13,92.898,0.9646663923500751
module.layer1.1.conv1.weight,0.45,76.112,92.892,0.9647069856220362
module.layer1.1.conv1.weight,0.5,76.14,92.91,0.9647001731304493
module.layer1.1.conv1.weight,0.55,76.072,92.906,0.9646988798465047
module.layer1.1.conv1.weight,0.6000000000000001,76.08,92.94,0.9650899582371418
module.layer1.1.conv1.weight,0.65,76.024,92.888,0.9657071967970352
module.layer1.1.conv1.weight,0.7000000000000001,75.928,92.898,0.9668161906301974
module.layer1.1.conv1.weight,0.75,75.74,92.838,0.9714885823884789
module.layer1.1.conv1.weight,0.8,75.548,92.658,0.9815381505355537
module.layer1.1.conv1.weight,0.8500000000000001,74.988,92.39,1.0032105236789401
module.layer1.1.conv1.weight,0.9,74.466,92.098,1.0273379456175833
module.layer1.1.conv2.weight,0.0,76.13,92.862,0.9646787271663851
module.layer1.1.conv2.weight,0.05,76.13,92.862,0.9646786656610822
module.layer1.1.conv2.weight,0.1,76.134,92.862,0.9646759231631855
module.layer1.1.conv2.weight,0.15000000000000002,76.134,92.85799999999999,0.9646918922662733
module.layer1.1.conv2.weight,0.2,76.116,92.85600000000001,0.9646544409345607
module.layer1.1.conv2.weight,0.25,76.13,92.864,0.9648219630578342
module.layer1.1.conv2.weight,0.30000000000000004,76.102,92.868,0.9648961948649004
module.layer1.1.conv2.weight,0.35000000000000003,76.12400000000001,92.878,0.9647866555926753
module.layer1.1.conv2.weight,0.4,76.098,92.852,0.9649071690379356
module.layer1.1.conv2.weight,0.45,76.058,92.86999999999999,0.9652078276386067
module.layer1.1.conv2.weight,0.5,76.092,92.866,0.9653471830700124
module.layer1.1.conv2.weight,0.55,76.112,92.88,0.9656330569058049
module.layer1.1.conv2.weight,0.6000000000000001,76.08,92.842,0.966030972192482
module.layer1.1.conv2.weight,0.65,76.062,92.85600000000001,0.9667453850258371
module.layer1.1.conv2.weight,0.7000000000000001,75.956,92.794,0.9683763159781091
module.layer1.1.conv2.weight,0.75,75.942,92.794,0.969874901506974
module.layer1.1.conv2.weight,0.8,75.858,92.796,0.9727147368296073
module.layer1.1.conv2.weight,0.8500000000000001,75.79,92.732,0.9811810846535526
module.layer1.1.conv2.weight,0.9,75.44999999999999,92.608,0.9949504881336982
module.layer1.1.conv3.weight,0.0,76.13,92.862,0.9646787271663851
module.layer1.1.conv3.weight,0.05,76.13,92.862,0.9646785356560531
module.layer1.1.conv3.weight,0.1,76.134,92.864,0.9646704190847826
module.layer1.1.conv3.weight,0.15000000000000002,76.12,92.864,0.9646651313773223
module.layer1.1.conv3.weight,0.2,76.126,92.86,0.9646928679882264
module.layer1.1.conv3.weight,0.25,76.118,92.854,0.9646943050379657
module.layer1.1.conv3.weight,0.30000000000000004,76.108,92.86,0.9646383915476652
module.layer1.1.conv3.weight,0.35000000000000003,76.12,92.864,0.9646887519986047
module.layer1.1.conv3.weight,0.4,76.116,92.874,0.9645947193612858
module.layer1.1.conv3.weight,0.45,76.132,92.864,0.9645748385513314
module.layer1.1.conv3.weight,0.5,76.132,92.88,0.9649607915507289
module.layer1.1.conv3.weight,0.55,76.1,92.884,0.9650876332758639
module.layer1.1.conv3.weight,0.6000000000000001,76.064,92.904,0.965304749352591
module.layer1.1.conv3.weight,0.65,76.068,92.882,0.965779722421145
module.layer1.1.conv3.weight,0.7000000000000001,76.062,92.854,0.9671003447503459
module.layer1.1.conv3.weight,0.75,76.044,92.768,0.9688706682348734
module.layer1.1.conv3.weight,0.8,75.982,92.768,0.9715789250117176
module.layer1.1.conv3.weight,0.8500000000000001,75.80799999999999,92.688,0.9793668007668188
module.layer1.1.conv3.weight,0.9,75.628,92.642,0.9829159478599926
module.layer1.2.conv1.weight,0.0,76.13,92.862,0.9646787271663851
module.layer1.2.conv1.weight,0.05,76.134,92.862,0.9646739007867114
module.layer1.2.conv1.weight,0.1,76.13600000000001,92.862,0.9646532722577755
module.layer1.2.conv1.weight,0.15000000000000002,76.128,92.868,0.9646072855257258
module.layer1.2.conv1.weight,0.2,76.13600000000001,92.86,0.9646220943149258
module.layer1.2.conv1.weight,0.25,76.118,92.864,0.964564798057688
module.layer1.2.conv1.weight,0.30000000000000004,76.092,92.872,0.9647557580349398
module.layer1.2.conv1.weight,0.35000000000000003,76.088,92.874,0.9647835728769399
module.layer1.2.conv1.weight,0.4,76.05199999999999,92.896,0.9653121372874902
module.layer1.2.conv1.weight,0.45,76.022,92.882,0.9657531552472899
module.layer1.2.conv1.weight,0.5,75.972,92.872,0.9661848074471464
module.layer1.2.conv1.weight,0.55,75.988,92.838,0.9665315293383843
module.layer1.2.conv1.weight,0.6000000000000001,75.954,92.804,0.9680663288703992
module.layer1.2.conv1.weight,0.65,75.876,92.792,0.9705621185047284
module.layer1.2.conv1.weight,0.7000000000000001,75.71600000000001,92.75,0.9742950920243653
module.layer1.2.conv1.weight,0.75,75.546,92.598,0.9866465919327984
module.layer1.2.conv1.weight,0.8,74.974,92.4,1.006910181319227
module.layer1.2.conv1.weight,0.8500000000000001,74.046,91.808,1.0516326941397731
module.layer1.2.conv1.weight,0.9,71.694,90.536,1.155105398321639
module.layer1.2.conv2.weight,0.0,76.13,92.862,0.9646787271663851
module.layer1.2.conv2.weight,0.05,76.132,92.862,0.9647216745177091
module.layer1.2.conv2.weight,0.1,76.118,92.862,0.9647264100459156
module.layer1.2.conv2.weight,0.15000000000000002,76.108,92.85600000000001,0.9646200117255962
module.layer1.2.conv2.weight,0.2,76.112,92.85600000000001,0.9645629256051416
module.layer1.2.conv2.weight,0.25,76.116,92.86,0.9647888622569795
module.layer1.2.conv2.weight,0.30000000000000004,76.1,92.884,0.9648830112906129
module.layer1.2.conv2.weight,0.35000000000000003,76.072,92.872,0.9651046938129834
module.layer1.2.conv2.weight,0.4,76.104,92.852,0.9652072896002508
module.layer1.2.conv2.weight,0.45,76.12400000000001,92.86999999999999,0.965409805504035
module.layer1.2.conv2.weight,0.5,76.096,92.868,0.9656070515665474
module.layer1.2.conv2.weight,0.55,76.064,92.864,0.9670403856708079
module.layer1.2.conv2.weight,0.6000000000000001,75.968,92.78999999999999,0.9686901381581412
module.layer1.2.conv2.weight,0.65,75.874,92.75999999999999,0.9724740011199395
module.layer1.2.conv2.weight,0.7000000000000001,75.806,92.77,0.9742617105342906
module.layer1.2.conv2.weight,0.75,75.67200000000001,92.708,0.9798044738720872
module.layer1.2.conv2.weight,0.8,75.16199999999999,92.464,0.9945105829713299
module.layer1.2.conv2.weight,0.8500000000000001,75.05999999999999,92.38199999999999,0.9990621342950939
module.layer1.2.conv2.weight,0.9,74.458,92.02,1.0314142739742396
module.layer1.2.conv3.weight,0.0,76.13,92.862,0.9646787271663851
module.layer1.2.conv3.weight,0.05,76.13,92.862,0.9646800891781334
module.layer1.2.conv3.weight,0.1,76.126,92.86,0.9646870230077474
module.layer1.2.conv3.weight,0.15000000000000002,76.12,92.852,0.9646878801286222
module.layer1.2.conv3.weight,0.2,76.128,92.866,0.964654937994724
module.layer1.2.conv3.weight,0.25,76.128,92.864,0.9646261294885559
module.layer1.2.conv3.weight,0.30000000000000004,76.118,92.872,0.9645798528680999
module.layer1.2.conv3.weight,0.35000000000000003,76.126,92.876,0.9645697314824376
module.layer1.2.conv3.weight,0.4,76.128,92.868,0.9646006512398623
module.layer1.2.conv3.weight,0.45,76.126,92.872,0.9646275801470082
module.layer1.2.conv3.weight,0.5,76.132,92.862,0.9646261116223673
module.layer1.2.conv3.weight,0.55,76.14,92.852,0.9645453451999598
module.layer1.2.conv3.weight,0.6000000000000001,76.098,92.84400000000001,0.9650335046557751
module.layer1.2.conv3.weight,0.65,76.044,92.85600000000001,0.9647670721217081
module.layer1.2.conv3.weight,0.7000000000000001,76.01,92.866,0.9656893938627781
module.layer1.2.conv3.weight,0.75,76.01599999999999,92.842,0.9669942091010058
module.layer1.2.conv3.weight,0.8,75.974,92.83200000000001,0.969483136142395
module.layer1.2.conv3.weight,0.8500000000000001,75.804,92.824,0.9762289812978434
module.layer1.2.conv3.weight,0.9,75.388,92.584,0.9932782851463673
module.layer2.0.conv1.weight,0.0,76.13,92.862,0.9646787271663851
module.layer2.0.conv1.weight,0.05,76.13,92.862,0.9647357761859889
module.layer2.0.conv1.weight,0.1,76.142,92.86,0.9646955082307062
module.layer2.0.conv1.weight,0.15000000000000002,76.13799999999999,92.874,0.9645123021791177
module.layer2.0.conv1.weight,0.2,76.108,92.88,0.9650578736802752
module.layer2.0.conv1.weight,0.25,76.074,92.902,0.9654412254387019
module.layer2.0.conv1.weight,0.30000000000000004,76.028,92.894,0.9661838949030758
module.layer2.0.conv1.weight,0.35000000000000003,76.046,92.86999999999999,0.9665791770177226
module.layer2.0.conv1.weight,0.4,75.97,92.822,0.9687219519852378
module.layer2.0.conv1.weight,0.45,75.928,92.852,0.9692567740471993
module.layer2.0.conv1.weight,0.5,75.854,92.822,0.9728151196423842
module.layer2.0.conv1.weight,0.55,75.69200000000001,92.762,0.9780194684102823
module.layer2.0.conv1.weight,0.6000000000000001,75.582,92.71199999999999,0.9822572373918126
module.layer2.0.conv1.weight,0.65,75.462,92.57,0.990102715486166
module.layer2.0.conv1.weight,0.7000000000000001,75.268,92.414,1.0027266825948442
module.layer2.0.conv1.weight,0.75,74.244,91.998,1.0382154783119955
module.layer2.0.conv1.weight,0.8,72.436,91.03,1.1211655183258105
module.layer2.0.conv1.weight,0.8500000000000001,65.994,86.31800000000001,1.4703971769432638
module.layer2.0.conv1.weight,0.9,50.75000000000001,73.85,2.365061474393826
module.layer2.0.conv2.weight,0.0,76.13,92.862,0.9646787271663851
module.layer2.0.conv2.weight,0.05,76.128,92.85799999999999,0.9646955990061465
module.layer2.0.conv2.weight,0.1,76.12,92.854,0.9647136511547225
module.layer2.0.conv2.weight,0.15000000000000002,76.094,92.854,0.9647621303340609
module.layer2.0.conv2.weight,0.2,76.12,92.84400000000001,0.964849297033281
module.layer2.0.conv2.weight,0.25,76.092,92.83399999999999,0.9651203452020275
module.layer2.0.conv2.weight,0.30000000000000004,76.064,92.848,0.9651500512750778
module.layer2.0.conv2.weight,0.35000000000000003,76.048,92.862,0.9653066094128451
module.layer2.0.conv2.weight,0.4,76.042,92.808,0.9657908322251574
module.layer2.0.conv2.weight,0.45,76.028,92.81,0.9663756156758385
module.layer2.0.conv2.weight,0.5,76.00200000000001,92.822,0.9678894040383857
module.layer2.0.conv2.weight,0.55,75.902,92.778,0.9714002461761847
module.layer2.0.conv2.weight,0.6000000000000001,75.854,92.732,0.975118798716944
module.layer2.0.conv2.weight,0.65,75.688,92.702,0.9810830157782346
module.layer2.0.conv2.weight,0.7000000000000001,75.436,92.566,0.9915947536272659
module.layer2.0.conv2.weight,0.75,75.208,92.46600000000001,1.0032659071896761
module.layer2.0.conv2.weight,0.8,74.44200000000001,92.08,1.0381250247663387
module.layer2.0.conv2.weight,0.8500000000000001,73.218,91.32400000000001,1.0944917150297944
module.layer2.0.conv2.weight,0.9,71.49600000000001,90.354,1.1736894519049303
module.layer2.0.conv3.weight,0.0,76.13,92.862,0.9646787271663851
module.layer2.0.conv3.weight,0.05,76.13,92.862,0.9646795718189405
module.layer2.0.conv3.weight,0.1,76.13,92.862,0.9646795718189405
module.layer2.0.conv3.weight,0.15000000000000002,76.134,92.862,0.9646926301018314
module.layer2.0.conv3.weight,0.2,76.128,92.852,0.9646376185879411
module.layer2.0.conv3.weight,0.25,76.12,92.864,0.9646038489834384
module.layer2.0.conv3.weight,0.30000000000000004,76.128,92.866,0.9648089294835013
module.layer2.0.conv3.weight,0.35000000000000003,76.108,92.862,0.9646127658078867
module.layer2.0.conv3.weight,0.4,76.102,92.872,0.9647862337985821
module.layer2.0.conv3.weight,0.45,76.096,92.898,0.9649609272577324
module.layer2.0.conv3.weight,0.5,76.1,92.916,0.9651824749854145
module.layer2.0.conv3.weight,0.55,76.0,92.918,0.9654505823795891
module.layer2.0.conv3.weight,0.6000000000000001,75.998,92.862,0.966143764935586
module.layer2.0.conv3.weight,0.65,75.96199999999999,92.84,0.967003785453889
module.layer2.0.conv3.weight,0.7000000000000001,75.908,92.816,0.9698217324152286
module.layer2.0.conv3.weight,0.75,75.80799999999999,92.726,0.9735369148607158
module.layer2.0.conv3.weight,0.8,75.668,92.726,0.9795420776520457
module.layer2.0.conv3.weight,0.8500000000000001,75.276,92.432,0.9990819842383567
module.layer2.0.conv3.weight,0.9,74.366,92.02,1.035272592868731
module.layer2.0.downsample.0.weight,0.0,76.13,92.862,0.9646787271663851
module.layer2.0.downsample.0.weight,0.05,76.13,92.862,0.9646788526858602
module.layer2.0.downsample.0.weight,0.1,76.13,92.862,0.9646788526858602
module.layer2.0.downsample.0.weight,0.15000000000000002,76.13600000000001,92.866,0.9646535684563675
module.layer2.0.downsample.0.weight,0.2,76.12400000000001,92.862,0.9645805825688405
module.layer2.0.downsample.0.weight,0.25,76.102,92.872,0.9645171065111549
module.layer2.0.downsample.0.weight,0.30000000000000004,76.11,92.878,0.9645401100266954
module.layer2.0.downsample.0.weight,0.35000000000000003,76.116,92.886,0.9645380876502209
module.layer2.0.downsample.0.weight,0.4,76.094,92.89,0.964785152856184
module.layer2.0.downsample.0.weight,0.45,76.08,92.868,0.9647301856656464
module.layer2.0.downsample.0.weight,0.5,76.07,92.838,0.9653785461369827
module.layer2.0.downsample.0.weight,0.55,76.032,92.85799999999999,0.965323593467474
module.layer2.0.downsample.0.weight,0.6000000000000001,75.958,92.848,0.9665763615345465
module.layer2.0.downsample.0.weight,0.65,75.896,92.83200000000001,0.967346388390478
module.layer2.0.downsample.0.weight,0.7000000000000001,75.848,92.778,0.9695921491603466
module.layer2.0.downsample.0.weight,0.75,75.73,92.766,0.971704404040867
module.layer2.0.downsample.0.weight,0.8,75.688,92.756,0.97323763803864
module.layer2.0.downsample.0.weight,0.8500000000000001,75.432,92.672,0.9823891305345661
module.layer2.0.downsample.0.weight,0.9,74.99,92.388,1.0028666668400472
module.layer2.0.downsample.1.weight,0.0,76.13,92.862,0.9646787271663851
module.layer2.0.downsample.1.weight,0.05,76.13,92.862,0.9646787271663851
module.layer2.0.downsample.1.weight,0.1,76.13,92.862,0.9646787271663851
module.layer2.0.downsample.1.weight,0.15000000000000002,76.102,92.864,0.9647407166811885
module.layer2.0.downsample.1.weight,0.2,76.086,92.88,0.9653526565858299
module.layer2.0.downsample.1.weight,0.25,76.03,92.864,0.9664069354838253
module.layer2.0.downsample.1.weight,0.30000000000000004,75.996,92.824,0.967230399576377
module.layer2.0.downsample.1.weight,0.35000000000000003,75.89,92.862,0.9702457429042882
module.layer2.0.downsample.1.weight,0.4,75.67,92.824,0.9745600209096256
module.layer2.0.downsample.1.weight,0.45,75.566,92.794,0.9801132174170748
module.layer2.0.downsample.1.weight,0.5,75.462,92.718,0.9851469220403506
module.layer2.0.downsample.1.weight,0.55,75.266,92.598,0.9963310769930176
module.layer2.0.downsample.1.weight,0.6000000000000001,74.802,92.414,1.0154552043092493
module.layer2.0.downsample.1.weight,0.65,74.14,92.0,1.044601878493417
module.layer2.0.downsample.1.weight,0.7000000000000001,73.08200000000001,91.404,1.0904847666317103
module.layer2.0.downsample.1.weight,0.75,70.698,90.196,1.189382385234444
module.layer2.0.downsample.1.weight,0.8,67.35,87.914,1.3530057890682814
module.layer2.0.downsample.1.weight,0.8500000000000001,55.93600000000001,79.522,1.95476806802409
module.layer2.0.downsample.1.weight,0.9,39.268,63.379999999999995,3.0583798684635943
module.layer2.1.conv1.weight,0.0,76.13,92.862,0.9646787271663851
module.layer2.1.conv1.weight,0.05,76.13,92.862,0.9646789186767171
module.layer2.1.conv1.weight,0.1,76.13,92.862,0.9646789186767171
module.layer2.1.conv1.weight,0.15000000000000002,76.13,92.862,0.9646814153054543
module.layer2.1.conv1.weight,0.2,76.128,92.862,0.9646766540803475
module.layer2.1.conv1.weight,0.25,76.13,92.864,0.9646611473694144
module.layer2.1.conv1.weight,0.30000000000000004,76.12,92.862,0.9646563586227749
module.layer2.1.conv1.weight,0.35000000000000003,76.132,92.86,0.9646748827428232
module.layer2.1.conv1.weight,0.4,76.122,92.862,0.9647055897025432
module.layer2.1.conv1.weight,0.45,76.114,92.88,0.964660292833435
module.layer2.1.conv1.weight,0.5,76.094,92.882,0.9645978126446813
module.layer2.1.conv1.weight,0.55,76.102,92.88,0.9647383974979117
module.layer2.1.conv1.weight,0.6000000000000001,76.056,92.886,0.9647857459376056
module.layer2.1.conv1.weight,0.65,76.088,92.874,0.96497860269583
module.layer2.1.conv1.weight,0.7000000000000001,76.092,92.906,0.9652381842689849
module.layer2.1.conv1.weight,0.75,76.088,92.93400000000001,0.9653894182826789
module.layer2.1.conv1.weight,0.8,76.098,92.946,0.9656765618342528
module.layer2.1.conv1.weight,0.8500000000000001,76.03999999999999,92.948,0.96664507268947
module.layer2.1.conv1.weight,0.9,75.862,92.926,0.9697735879798329
module.layer2.1.conv2.weight,0.0,76.13,92.862,0.9646787271663851
module.layer2.1.conv2.weight,0.05,76.128,92.862,0.9646850810671338
module.layer2.1.conv2.weight,0.1,76.132,92.85600000000001,0.9646484052040142
module.layer2.1.conv2.weight,0.15000000000000002,76.128,92.854,0.9646073592712682
module.layer2.1.conv2.weight,0.2,76.16199999999999,92.85600000000001,0.9647163020408887
module.layer2.1.conv2.weight,0.25,76.146,92.862,0.9646757226817463
module.layer2.1.conv2.weight,0.30000000000000004,76.14,92.842,0.96489947692168
module.layer2.1.conv2.weight,0.35000000000000003,76.152,92.848,0.9650630468920788
module.layer2.1.conv2.weight,0.4,76.11,92.86,0.9650221872998745
module.layer2.1.conv2.weight,0.45,76.104,92.83200000000001,0.9655922094017877
module.layer2.1.conv2.weight,0.5,76.072,92.866,0.966457341094406
module.layer2.1.conv2.weight,0.55,76.068,92.85,0.9672520512676964
module.layer2.1.conv2.weight,0.6000000000000001,76.026,92.818,0.9691486088749097
module.layer2.1.conv2.weight,0.65,75.978,92.814,0.9715478202061988
module.layer2.1.conv2.weight,0.7000000000000001,75.84,92.756,0.9777139995475203
module.layer2.1.conv2.weight,0.75,75.652,92.66,0.9841748403043168
module.layer2.1.conv2.weight,0.8,75.538,92.60199999999999,0.991664145826077
module.layer2.1.conv2.weight,0.8500000000000001,75.092,92.366,1.010441160475721
module.layer2.1.conv2.weight,0.9,73.72000000000001,91.67,1.0651254254032154
