parameter,sparsity,top1,top5,loss
module.layer1.0.conv2.weight,0.9,89.55,99.62,0.43977774381637585
module.layer1.1.conv1.weight,0.0,91.71000000000001,99.63,0.35311552211642266
module.layer1.1.conv1.weight,0.05,91.7,99.63,0.353074511513114
module.layer1.1.conv1.weight,0.1,91.74,99.63,0.3531987156718969
module.layer1.1.conv1.weight,0.15000000000000002,91.75999999999999,99.63,0.3536466866731644
module.layer1.1.conv1.weight,0.2,91.69,99.62,0.3536493018269539
module.layer1.1.conv1.weight,0.25,91.64999999999999,99.63,0.3543274503201246
module.layer1.1.conv1.weight,0.30000000000000004,91.55,99.63,0.3553621500730515
module.layer1.1.conv1.weight,0.35000000000000003,91.63,99.64,0.35471075996756557
module.layer1.1.conv1.weight,0.4,91.68,99.65,0.3576625667512418
module.layer1.1.conv1.weight,0.45,91.64,99.64,0.360171726718545
module.layer1.1.conv1.weight,0.5,91.53999999999999,99.64,0.36001973338425164
module.layer1.1.conv1.weight,0.55,91.41,99.65,0.3636314857751132
module.layer1.1.conv1.weight,0.6000000000000001,91.32000000000001,99.62,0.3747787047177554
module.layer1.1.conv1.weight,0.65,91.41,99.63,0.3667451813817024
module.layer1.1.conv1.weight,0.7000000000000001,91.44,99.64,0.36917006447911266
module.layer1.1.conv1.weight,0.75,90.97999999999999,99.68,0.39120860658586015
module.layer1.1.conv1.weight,0.8,90.82000000000001,99.65,0.39085166081786143
module.layer1.1.conv1.weight,0.8500000000000001,90.36999999999999,99.64,0.41888314485549927
module.layer1.1.conv1.weight,0.9,90.55,99.66000000000001,0.4140859618782997
module.layer1.1.conv2.weight,0.0,91.71000000000001,99.63,0.35311552211642266
module.layer1.1.conv2.weight,0.05,91.69,99.63,0.35315198190510266
module.layer1.1.conv2.weight,0.1,91.71000000000001,99.62,0.3534582037478685
module.layer1.1.conv2.weight,0.15000000000000002,91.73,99.63,0.35355054028332233
module.layer1.1.conv2.weight,0.2,91.66,99.63,0.3537484377622604
module.layer1.1.conv2.weight,0.25,91.7,99.62,0.353531688824296
module.layer1.1.conv2.weight,0.30000000000000004,91.7,99.62,0.3534398023039102
module.layer1.1.conv2.weight,0.35000000000000003,91.67,99.62,0.35495086312294005
module.layer1.1.conv2.weight,0.4,91.67,99.62,0.3563353803008794
module.layer1.1.conv2.weight,0.45,91.59,99.63,0.3560163676738738
module.layer1.1.conv2.weight,0.5,91.55,99.64,0.35705575458705435
module.layer1.1.conv2.weight,0.55,91.55,99.64,0.3596436150372029
module.layer1.1.conv2.weight,0.6000000000000001,91.60000000000001,99.63,0.35749624446034445
module.layer1.1.conv2.weight,0.65,91.4,99.6,0.36544839106500154
module.layer1.1.conv2.weight,0.7000000000000001,91.27,99.59,0.36496017500758177
module.layer1.1.conv2.weight,0.75,91.25,99.57000000000001,0.37015324048697945
module.layer1.1.conv2.weight,0.8,91.10000000000001,99.59,0.37351045608520494
module.layer1.1.conv2.weight,0.8500000000000001,90.91,99.6,0.3772141341120005
module.layer1.1.conv2.weight,0.9,90.45,99.57000000000001,0.3944857474416494
module.layer1.2.conv1.weight,0.0,91.71000000000001,99.63,0.35311552211642266
module.layer1.2.conv1.weight,0.05,91.71000000000001,99.63,0.3529616672545672
module.layer1.2.conv1.weight,0.1,91.72,99.63,0.35306548923254016
module.layer1.2.conv1.weight,0.15000000000000002,91.67,99.62,0.3536633245646954
module.layer1.2.conv1.weight,0.2,91.67,99.61,0.3528124518692494
module.layer1.2.conv1.weight,0.25,91.69,99.62,0.35275487415492524
module.layer1.2.conv1.weight,0.30000000000000004,91.69,99.63,0.35217985324561596
module.layer1.2.conv1.weight,0.35000000000000003,91.61,99.61,0.35590755045413974
module.layer1.2.conv1.weight,0.4,91.51,99.67,0.3621481217443944
module.layer1.2.conv1.weight,0.45,91.13,99.66000000000001,0.3771811261773109
module.layer1.2.conv1.weight,0.5,90.95,99.66000000000001,0.3808938153088093
module.layer1.2.conv1.weight,0.55,90.4,99.61,0.4086176149547101
module.layer1.2.conv1.weight,0.6000000000000001,89.9,99.64,0.4280460499227047
module.layer1.2.conv1.weight,0.65,87.46000000000001,99.53,0.5487418785691263
module.layer1.2.conv1.weight,0.7000000000000001,86.14,99.47,0.602678993344307
module.layer1.2.conv1.weight,0.75,80.93,99.16,0.9251911520957945
module.layer1.2.conv1.weight,0.8,53.849999999999994,95.07,3.64565389752388
module.layer1.2.conv1.weight,0.8500000000000001,54.36000000000001,92.80000000000001,3.400922149419785
module.layer1.2.conv1.weight,0.9,53.63,93.62,3.3746825337409976
module.layer1.2.conv2.weight,0.0,91.71000000000001,99.63,0.35311552211642266
module.layer1.2.conv2.weight,0.05,91.7,99.63,0.3530928622931241
module.layer1.2.conv2.weight,0.1,91.71000000000001,99.63,0.3533749047666789
module.layer1.2.conv2.weight,0.15000000000000002,91.69,99.63,0.35305525958538064
module.layer1.2.conv2.weight,0.2,91.69,99.63,0.35221543535590166
module.layer1.2.conv2.weight,0.25,91.67,99.63,0.352418738976121
module.layer1.2.conv2.weight,0.30000000000000004,91.71000000000001,99.62,0.352995940297842
module.layer1.2.conv2.weight,0.35000000000000003,91.72,99.64,0.3544446896761656
module.layer1.2.conv2.weight,0.4,91.75999999999999,99.62,0.3588737919926644
module.layer1.2.conv2.weight,0.45,91.69,99.61,0.35676269829273216
module.layer1.2.conv2.weight,0.5,91.62,99.6,0.3562989171594383
module.layer1.2.conv2.weight,0.55,91.58,99.59,0.3594982206821442
module.layer1.2.conv2.weight,0.6000000000000001,91.42,99.6,0.3632973171770574
module.layer1.2.conv2.weight,0.65,91.3,99.56,0.3694192960858346
module.layer1.2.conv2.weight,0.7000000000000001,91.11,99.53999999999999,0.3798043683171272
module.layer1.2.conv2.weight,0.75,91.35,99.59,0.3660663712769746
module.layer1.2.conv2.weight,0.8,90.75999999999999,99.63,0.3947357449680565
module.layer1.2.conv2.weight,0.8500000000000001,89.87,99.56,0.43260078057646756
module.layer1.2.conv2.weight,0.9,88.32,99.53,0.5110935099422932
module.layer2.0.conv1.weight,0.0,91.71000000000001,99.63,0.35311552211642266
module.layer2.0.conv1.weight,0.05,91.69,99.63,0.35319778323173523
module.layer2.0.conv1.weight,0.1,91.72,99.62,0.3530115831643343
module.layer2.0.conv1.weight,0.15000000000000002,91.81,99.62,0.35175292678177356
module.layer2.0.conv1.weight,0.2,91.75,99.61,0.35297163128852854
module.layer2.0.conv1.weight,0.25,91.78999999999999,99.63,0.35299340672791013
module.layer2.0.conv1.weight,0.30000000000000004,91.72,99.61,0.35539817363023757
module.layer2.0.conv1.weight,0.35000000000000003,91.49000000000001,99.6,0.365436179563403
module.layer2.0.conv1.weight,0.4,91.12,99.57000000000001,0.3790170326828956
module.layer2.0.conv1.weight,0.45,91.17999999999999,99.56,0.3754265084862709
module.layer2.0.conv1.weight,0.5,90.85,99.53999999999999,0.3911738850176335
module.layer2.0.conv1.weight,0.55,90.38000000000001,99.52,0.4160234417766332
module.layer2.0.conv1.weight,0.6000000000000001,89.59,99.51,0.44616207331418994
module.layer2.0.conv1.weight,0.65,87.66000000000001,99.22,0.5587130583822727
module.layer2.0.conv1.weight,0.7000000000000001,87.16000000000001,99.29,0.5755546241998671
module.layer2.0.conv1.weight,0.75,84.75,99.21,0.6949720628559588
module.layer2.0.conv1.weight,0.8,79.98,98.72,0.9301294490695
module.layer2.0.conv1.weight,0.8500000000000001,78.08,98.15,1.0609083980321885
module.layer2.0.conv1.weight,0.9,71.05,95.8,1.6659643888473514
module.layer2.0.conv2.weight,0.0,91.71000000000001,99.63,0.35311552211642266
module.layer2.0.conv2.weight,0.05,91.7,99.63,0.3529602613300084
module.layer2.0.conv2.weight,0.1,91.75999999999999,99.63,0.35294214598834517
module.layer2.0.conv2.weight,0.15000000000000002,91.72,99.61,0.35264893919229506
module.layer2.0.conv2.weight,0.2,91.72,99.63,0.3524773370474577
module.layer2.0.conv2.weight,0.25,91.77,99.63,0.35312677472829834
module.layer2.0.conv2.weight,0.30000000000000004,91.81,99.64,0.35118059255182754
module.layer2.0.conv2.weight,0.35000000000000003,91.62,99.66000000000001,0.3508367832750082
module.layer2.0.conv2.weight,0.4,91.63,99.68,0.3512333001941442
module.layer2.0.conv2.weight,0.45,91.61,99.7,0.3513765096664429
module.layer2.0.conv2.weight,0.5,91.41,99.68,0.359943274781108
module.layer2.0.conv2.weight,0.55,91.38,99.66000000000001,0.3671425189822913
module.layer2.0.conv2.weight,0.6000000000000001,90.97999999999999,99.65,0.37862085588276384
module.layer2.0.conv2.weight,0.65,90.58,99.62,0.4014465317130088
module.layer2.0.conv2.weight,0.7000000000000001,89.94,99.61,0.4303521484136581
module.layer2.0.conv2.weight,0.75,88.89,99.53,0.4967981018126011
module.layer2.0.conv2.weight,0.8,86.16,99.26,0.6611384220421315
module.layer2.0.conv2.weight,0.8500000000000001,81.64,98.74000000000001,0.9434231683611871
module.layer2.0.conv2.weight,0.9,73.64,97.64,1.5226694554090499
module.layer2.0.downsample.0.weight,0.0,91.71000000000001,99.63,0.35311552211642266
module.layer2.0.downsample.0.weight,0.05,91.73,99.63,0.35261474400758747
module.layer2.0.downsample.0.weight,0.1,91.73,99.63,0.3529082667082548
module.layer2.0.downsample.0.weight,0.15000000000000002,91.68,99.63,0.3531844265758991
module.layer2.0.downsample.0.weight,0.2,91.66,99.63,0.35339582264423364
module.layer2.0.downsample.0.weight,0.25,91.7,99.63,0.35568801537156103
module.layer2.0.downsample.0.weight,0.30000000000000004,91.73,99.61,0.3580602541565895
module.layer2.0.downsample.0.weight,0.35000000000000003,91.55,99.59,0.36811505556106566
module.layer2.0.downsample.0.weight,0.4,91.59,99.56,0.3732847824692725
module.layer2.0.downsample.0.weight,0.45,91.24,99.59,0.3847620330750943
module.layer2.0.downsample.0.weight,0.5,91.32000000000001,99.57000000000001,0.38230298049747957
module.layer2.0.downsample.0.weight,0.55,91.28,99.58,0.3851149462163449
module.layer2.0.downsample.0.weight,0.6000000000000001,90.52,99.62,0.4153176382184029
module.layer2.0.downsample.0.weight,0.65,90.68,99.62,0.4065199330449104
module.layer2.0.downsample.0.weight,0.7000000000000001,89.78,99.58,0.460629341751337
module.layer2.0.downsample.0.weight,0.75,89.95,99.59,0.4466415345668793
module.layer2.0.downsample.0.weight,0.8,89.35,99.56,0.47386822551488883
module.layer2.0.downsample.0.weight,0.8500000000000001,87.09,99.45,0.6015689633786677
module.layer2.0.downsample.0.weight,0.9,83.28,99.0,0.8503429926931857
module.layer2.1.conv1.weight,0.0,91.71000000000001,99.63,0.35311552211642266
module.layer2.1.conv1.weight,0.05,91.7,99.63,0.3531023859977723
module.layer2.1.conv1.weight,0.1,91.71000000000001,99.63,0.3530046593397855
module.layer2.1.conv1.weight,0.15000000000000002,91.69,99.62,0.3537521585822105
module.layer2.1.conv1.weight,0.2,91.7,99.61,0.35508506484329694
module.layer2.1.conv1.weight,0.25,91.66,99.6,0.3545184712857008
module.layer2.1.conv1.weight,0.30000000000000004,91.72,99.63,0.35417951941490167
module.layer2.1.conv1.weight,0.35000000000000003,91.78,99.63,0.3561969012022017
module.layer2.1.conv1.weight,0.4,91.75999999999999,99.59,0.35888152159750464
module.layer2.1.conv1.weight,0.45,91.68,99.59,0.35879619456827627
module.layer2.1.conv1.weight,0.5,91.68,99.59,0.3633306950330734
module.layer2.1.conv1.weight,0.55,91.38,99.58,0.36969178766012206
module.layer2.1.conv1.weight,0.6000000000000001,91.36999999999999,99.59,0.3708476696163416
module.layer2.1.conv1.weight,0.65,90.74,99.57000000000001,0.3837582878768445
module.layer2.1.conv1.weight,0.7000000000000001,90.75,99.57000000000001,0.39755202606320383
module.layer2.1.conv1.weight,0.75,90.7,99.58,0.3940788097679616
module.layer2.1.conv1.weight,0.8,90.16,99.47,0.4311470076441765
module.layer2.1.conv1.weight,0.8500000000000001,89.53999999999999,99.4,0.4666328176856041
module.layer2.1.conv1.weight,0.9,88.19,99.45,0.5350062891840933
module.layer2.1.conv2.weight,0.0,91.71000000000001,99.63,0.35311552211642266
module.layer2.1.conv2.weight,0.05,91.68,99.63,0.3530152771621942
module.layer2.1.conv2.weight,0.1,91.7,99.63,0.3530297387391328
module.layer2.1.conv2.weight,0.15000000000000002,91.72,99.63,0.3521397572010756
module.layer2.1.conv2.weight,0.2,91.68,99.63,0.352641949057579
module.layer2.1.conv2.weight,0.25,91.64999999999999,99.63,0.35312477611005316
module.layer2.1.conv2.weight,0.30000000000000004,91.67,99.63,0.35290207378566263
module.layer2.1.conv2.weight,0.35000000000000003,91.69,99.63,0.3528192084282636
module.layer2.1.conv2.weight,0.4,91.68,99.64,0.35250491239130494
module.layer2.1.conv2.weight,0.45,91.64999999999999,99.61,0.3541726518422364
module.layer2.1.conv2.weight,0.5,91.56,99.62,0.35430676713585857
module.layer2.1.conv2.weight,0.55,91.39,99.61,0.3560150686651468
module.layer2.1.conv2.weight,0.6000000000000001,91.33,99.59,0.35551265105605134
module.layer2.1.conv2.weight,0.65,91.33,99.61,0.3594221726059913
module.layer2.1.conv2.weight,0.7000000000000001,91.08000000000001,99.61,0.3588590249419213
module.layer2.1.conv2.weight,0.75,90.92,99.6,0.36714391075074676
module.layer2.1.conv2.weight,0.8,90.75,99.59,0.37716199643909926
module.layer2.1.conv2.weight,0.8500000000000001,90.47,99.6,0.39379465617239473
module.layer2.1.conv2.weight,0.9,89.79,99.61,0.4294785648584365
module.layer2.2.conv1.weight,0.0,91.71000000000001,99.63,0.35311552211642266
module.layer2.2.conv1.weight,0.05,91.69,99.63,0.3530409004539251
module.layer2.2.conv1.weight,0.1,91.71000000000001,99.63,0.3535911928862334
module.layer2.2.conv1.weight,0.15000000000000002,91.56,99.63,0.3547543983906507
module.layer2.2.conv1.weight,0.2,91.66,99.62,0.35518255941569793
module.layer2.2.conv1.weight,0.25,91.60000000000001,99.62,0.35565158240497113
module.layer2.2.conv1.weight,0.30000000000000004,91.60000000000001,99.61,0.356109569966793
module.layer2.2.conv1.weight,0.35000000000000003,91.5,99.59,0.3579389654099941
module.layer2.2.conv1.weight,0.4,91.63,99.58,0.3609989695250987
module.layer2.2.conv1.weight,0.45,91.56,99.58,0.3674065422266722
module.layer2.2.conv1.weight,0.5,91.47,99.59,0.3747500285506249
module.layer2.2.conv1.weight,0.55,91.25999999999999,99.61,0.3842329885810613
module.layer2.2.conv1.weight,0.6000000000000001,91.02,99.58,0.3894407935440541
module.layer2.2.conv1.weight,0.65,90.69,99.58,0.4127794928848744
module.layer2.2.conv1.weight,0.7000000000000001,89.84,99.49,0.45832537561655046
module.layer2.2.conv1.weight,0.75,86.69,99.26,0.6540136449038982
module.layer2.2.conv1.weight,0.8,84.2,99.11999999999999,0.7867662303149698
module.layer2.2.conv1.weight,0.8500000000000001,79.25999999999999,98.45,1.096095198392868
module.layer2.2.conv1.weight,0.9,62.419999999999995,94.86,2.9432370841503146
module.layer2.2.conv2.weight,0.0,91.71000000000001,99.63,0.35311552211642266
module.layer2.2.conv2.weight,0.05,91.72,99.63,0.3529124680906533
module.layer2.2.conv2.weight,0.1,91.7,99.63,0.35296097360551343
module.layer2.2.conv2.weight,0.15000000000000002,91.72,99.63,0.3531003654003144
module.layer2.2.conv2.weight,0.2,91.77,99.63,0.3528466232120991
module.layer2.2.conv2.weight,0.25,91.69,99.63,0.35264524966478344
module.layer2.2.conv2.weight,0.30000000000000004,91.63,99.64,0.35312118902802464
module.layer2.2.conv2.weight,0.35000000000000003,91.68,99.64,0.35326020307838907
module.layer2.2.conv2.weight,0.4,91.64999999999999,99.63,0.3525882877409458
module.layer2.2.conv2.weight,0.45,91.62,99.63,0.3517653003334999
module.layer2.2.conv2.weight,0.5,91.55,99.64,0.3531096700578928
module.layer2.2.conv2.weight,0.55,91.53999999999999,99.64,0.3509429838508369
module.layer2.2.conv2.weight,0.6000000000000001,91.58,99.63,0.35560121573507775
module.layer2.2.conv2.weight,0.65,91.62,99.64,0.3589150324463843
module.layer2.2.conv2.weight,0.7000000000000001,91.47,99.61,0.3602284237742424
module.layer2.2.conv2.weight,0.75,91.2,99.64,0.3634160049259662
module.layer2.2.conv2.weight,0.8,90.96,99.63,0.37585283368825906
module.layer2.2.conv2.weight,0.8500000000000001,90.64999999999999,99.58,0.39795103967189793
module.layer2.2.conv2.weight,0.9,89.75,99.61,0.42851046845316887
module.layer3.0.conv1.weight,0.0,91.71000000000001,99.63,0.35311552211642266
module.layer3.0.conv1.weight,0.05,91.7,99.63,0.3528900403529405
module.layer3.0.conv1.weight,0.1,91.7,99.63,0.3524879705160856
module.layer3.0.conv1.weight,0.15000000000000002,91.73,99.63,0.35215556994080544
module.layer3.0.conv1.weight,0.2,91.64999999999999,99.61,0.35446822904050357
module.layer3.0.conv1.weight,0.25,91.66,99.62,0.3566510703414679
module.layer3.0.conv1.weight,0.30000000000000004,91.62,99.61,0.35849620141088967
module.layer3.0.conv1.weight,0.35000000000000003,91.53999999999999,99.62,0.360031282901764
module.layer3.0.conv1.weight,0.4,91.56,99.63,0.36448145583271974
module.layer3.0.conv1.weight,0.45,91.45,99.58,0.3685036435723305
module.layer3.0.conv1.weight,0.5,91.42,99.56,0.3731800675392151
module.layer3.0.conv1.weight,0.55,91.19,99.53,0.3800107765942813
module.layer3.0.conv1.weight,0.6000000000000001,90.5,99.56,0.40116634815931324
module.layer3.0.conv1.weight,0.65,90.08,99.53,0.4259315330535173
module.layer3.0.conv1.weight,0.7000000000000001,89.5,99.42999999999999,0.4692344985902309
module.layer3.0.conv1.weight,0.75,89.01,99.53999999999999,0.4765064753592016
module.layer3.0.conv1.weight,0.8,86.14,99.37,0.6017495974898339
module.layer3.0.conv1.weight,0.8500000000000001,85.53,99.07000000000001,0.6110291942954064
module.layer3.0.conv1.weight,0.9,79.55,98.14,0.874905402958393
module.layer3.0.conv2.weight,0.0,91.71000000000001,99.63,0.35311552211642266
module.layer3.0.conv2.weight,0.05,91.7,99.63,0.3532815407961607
module.layer3.0.conv2.weight,0.1,91.68,99.62,0.3527674227952957
module.layer3.0.conv2.weight,0.15000000000000002,91.74,99.62,0.35239011012017724
module.layer3.0.conv2.weight,0.2,91.73,99.63,0.35226232260465623
module.layer3.0.conv2.weight,0.25,91.78999999999999,99.61,0.351103288680315
module.layer3.0.conv2.weight,0.30000000000000004,91.67,99.63,0.35166300423443314
module.layer3.0.conv2.weight,0.35000000000000003,91.57,99.61,0.35451336279511453
module.layer3.0.conv2.weight,0.4,91.60000000000001,99.6,0.36136723086237904
module.layer3.0.conv2.weight,0.45,91.46,99.57000000000001,0.3659386675804853
module.layer3.0.conv2.weight,0.5,91.21000000000001,99.57000000000001,0.37474777027964595
module.layer3.0.conv2.weight,0.55,90.97,99.52,0.390083109587431
module.layer3.0.conv2.weight,0.6000000000000001,90.75999999999999,99.52,0.4086991500109433
module.layer3.0.conv2.weight,0.65,90.03999999999999,99.42,0.42755145654082305
module.layer3.0.conv2.weight,0.7000000000000001,89.1,99.28,0.4671560637652874
module.layer3.0.conv2.weight,0.75,88.18,99.11999999999999,0.5289157934486867
module.layer3.0.conv2.weight,0.8,86.26,99.11,0.6161053724586965
module.layer3.0.conv2.weight,0.8500000000000001,83.02000000000001,98.78,0.7829157099127769
module.layer3.0.conv2.weight,0.9,70.86,97.04,1.4885322958230975
module.layer3.0.downsample.0.weight,0.0,91.71000000000001,99.63,0.35311552211642266
module.layer3.0.downsample.0.weight,0.05,91.69,99.63,0.35314437784254543
module.layer3.0.downsample.0.weight,0.1,91.69,99.63,0.353252412006259
module.layer3.0.downsample.0.weight,0.15000000000000002,91.69,99.63,0.3539209272712469
module.layer3.0.downsample.0.weight,0.2,91.77,99.62,0.35501283407211304
module.layer3.0.downsample.0.weight,0.25,91.7,99.62,0.3555297814309597
module.layer3.0.downsample.0.weight,0.30000000000000004,91.71000000000001,99.62,0.3541829641908406
module.layer3.0.downsample.0.weight,0.35000000000000003,91.73,99.64,0.3534000851213932
module.layer3.0.downsample.0.weight,0.4,91.73,99.65,0.3530788648873567
module.layer3.0.downsample.0.weight,0.45,91.67,99.63,0.35528341755270954
module.layer3.0.downsample.0.weight,0.5,91.72,99.63,0.35372424125671376
module.layer3.0.downsample.0.weight,0.55,91.60000000000001,99.6,0.35786424167454234
module.layer3.0.downsample.0.weight,0.6000000000000001,91.78,99.6,0.35895200073719036
module.layer3.0.downsample.0.weight,0.65,91.71000000000001,99.6,0.3577639102935791
module.layer3.0.downsample.0.weight,0.7000000000000001,91.48,99.63,0.3667315244674682
module.layer3.0.downsample.0.weight,0.75,91.33,99.56,0.37064931988716127
module.layer3.0.downsample.0.weight,0.8,91.27,99.57000000000001,0.37688950449228276
module.layer3.0.downsample.0.weight,0.8500000000000001,90.97,99.59,0.38458070531487476
module.layer3.0.downsample.0.weight,0.9,90.42,99.52,0.4108331046998501
module.layer3.1.conv1.weight,0.0,91.71000000000001,99.63,0.35311552211642266
module.layer3.1.conv1.weight,0.05,91.74,99.63,0.35303442217409614
module.layer3.1.conv1.weight,0.1,91.7,99.63,0.35179240368306636
module.layer3.1.conv1.weight,0.15000000000000002,91.69,99.62,0.35211744271218776
module.layer3.1.conv1.weight,0.2,91.72,99.63,0.3503936201334
module.layer3.1.conv1.weight,0.25,91.68,99.61,0.3488244749605656
module.layer3.1.conv1.weight,0.30000000000000004,91.59,99.6,0.3510056711733342
module.layer3.1.conv1.weight,0.35000000000000003,91.64,99.64,0.34690885879099376
module.layer3.1.conv1.weight,0.4,91.53999999999999,99.61,0.3556206293404103
module.layer3.1.conv1.weight,0.45,91.43,99.6,0.3555813569575549
module.layer3.1.conv1.weight,0.5,91.2,99.64,0.3609850145876408
module.layer3.1.conv1.weight,0.55,90.85,99.55000000000001,0.37697692289948476
module.layer3.1.conv1.weight,0.6000000000000001,90.78,99.55000000000001,0.37400056980550284
module.layer3.1.conv1.weight,0.65,90.62,99.58,0.38154489919543255
module.layer3.1.conv1.weight,0.7000000000000001,90.42999999999999,99.57000000000001,0.39331630729138845
module.layer3.1.conv1.weight,0.75,89.39,99.51,0.43074185326695436
module.layer3.1.conv1.weight,0.8,88.44,99.42,0.4701532818377018
module.layer3.1.conv1.weight,0.8500000000000001,86.11999999999999,99.25,0.5393235281109813
module.layer3.1.conv1.weight,0.9,81.49,99.02,0.6762466028332709
module.layer3.1.conv2.weight,0.0,91.71000000000001,99.63,0.35311552211642266
module.layer3.1.conv2.weight,0.05,91.67,99.63,0.3530659299343824
module.layer3.1.conv2.weight,0.1,91.73,99.63,0.3528461869806051
module.layer3.1.conv2.weight,0.15000000000000002,91.7,99.63,0.3533984694629908
module.layer3.1.conv2.weight,0.2,91.7,99.63,0.3520500391721726
module.layer3.1.conv2.weight,0.25,91.75,99.64,0.35310659036040304
module.layer3.1.conv2.weight,0.30000000000000004,91.74,99.62,0.3538061320781708
module.layer3.1.conv2.weight,0.35000000000000003,91.63,99.62,0.3529090378433466
module.layer3.1.conv2.weight,0.4,91.59,99.61,0.35876978635787954
module.layer3.1.conv2.weight,0.45,91.60000000000001,99.59,0.3657575231045485
module.layer3.1.conv2.weight,0.5,91.39,99.59,0.3729055214673281
module.layer3.1.conv2.weight,0.55,91.28,99.6,0.3792059417814016
module.layer3.1.conv2.weight,0.6000000000000001,90.86999999999999,99.56,0.39749089553952205
module.layer3.1.conv2.weight,0.65,90.86999999999999,99.56,0.4119138240814209
module.layer3.1.conv2.weight,0.7000000000000001,90.82000000000001,99.53,0.4222216468304396
module.layer3.1.conv2.weight,0.75,89.92999999999999,99.39,0.46767427846789367
module.layer3.1.conv2.weight,0.8,88.81,99.26,0.5308433547616005
