episode,top1,reward,total_macs,normalized_macs,normalized_nnz,ckpt_name,action_history,agent_action_history
11,49.21,0.4921,20191104,49.79261363636363,44.54679935449166,adc_episode_011,"[0.75, 0, 0, 0, 0.3125, 0.6875, 0, 0.40625, 0.78125, 0, 0.46875, 0, 0, 0, 0, 0.71875, 0.796875, 0, 0.703125]","[0.8, 0.0, 0.0, 0.0, 0.3607101, 0.7197027, 0.0, 0.42547822, 0.8, 0.0, 0.4968741, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 0.71647394]"
12,34.27,0.3427,17372160,42.84090909090909,40.680473372781066,adc_episode_012,"[0.75, 0, 0, 0.75, 0.5625, 0.75, 0.75, 0, 0.6875, 0, 0, 0, 0.15625, 0.59375, 0.796875, 0, 0.703125, 0, 0.109375]","[0.8, 0.0, 0.0, 0.8, 0.59435767, 0.8, 0.8, 0.0, 0.7114255, 0.0, 0.0, 0.0, 0.16473037, 0.59655124, 0.8, 0.0, 0.7059997, 0.0, 0.12013451]"
13,29.520000000000003,0.2952,16815744,41.46875,27.054195804195803,adc_episode_013,"[0, 0.625, 0.6875, 0.75, 0, 0.1875, 0.0625, 0, 0, 0, 0.78125, 0, 0.25, 0.796875, 0.609375, 0.796875, 0, 0.625, 0.796875]","[0.0, 0.6724296, 0.73265064, 0.8, 0.0, 0.21836385, 0.06630842, 0.0, 0.0, 0.0, 0.8, 0.0, 0.26587182, 0.8, 0.61081934, 0.8, 0.0, 0.6345352, 0.8]"
14,29.390000000000004,0.29390000000000005,20030976,49.39772727272727,29.915277030661645,adc_episode_014,"[0.625, 0.75, 0, 0, 0, 0, 0.75, 0, 0, 0, 0.21875, 0.0625, 0.78125, 0.796875, 0.796875, 0, 0.578125, 0.78125, 0.078125]","[0.6552964, 0.8, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.24509926, 0.0, 0.8, 0.8, 0.8, 0.0, 0.47501427, 0.7823658, 0.08368976]"
15,36.33,0.36329999999999996,19930752,49.15056818181818,32.35610543302851,adc_episode_015,"[0, 0, 0, 0, 0, 0, 0.625, 0.6875, 0, 0.78125, 0, 0.78125, 0.3125, 0, 0.796875, 0.796875, 0.046875, 0.25, 0.71875]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6532655, 0.6914734, 0.0, 0.8, 0.0, 0.8, 0.33062014, 0.0, 0.8, 0.8, 0.04796628, 0.25197905, 0.7241825]"
16,49.22,0.49219999999999997,20277504,50.00568181818181,51.61713286713287,adc_episode_016,"[0.75, 0.75, 0.75, 0, 0, 0, 0, 0, 0.78125, 0.15625, 0, 0.78125, 0, 0.703125, 0.40625, 0.171875, 0, 0, 0.65625]","[0.8, 0.8, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 0.17285195, 0.0, 0.8, 0.0, 0.7038995, 0.41245338, 0.17942308, 0.0, 0.0, 0.0]"
17,40.690000000000005,0.40690000000000004,20294784,50.04829545454545,53.67469069392147,adc_episode_017,"[0.1875, 0, 0, 0.75, 0, 0.75, 0.75, 0.78125, 0, 0.09375, 0.25, 0, 0.78125, 0, 0, 0.328125, 0.21875, 0.34375, 0.6875]","[0.22067475, 0.0, 0.0, 0.8, 0.0, 0.8, 0.8, 0.8, 0.0, 0.117871515, 0.26088646, 0.0, 0.79558635, 0.0, 0.0, 0.3374775, 0.22178704, 0.085413724, 0.0]"
18,15.969999999999995,0.15969999999999995,13828032,34.10085227272727,22.676842388380848,adc_episode_018,"[0, 0.75, 0.5625, 0, 0, 0.75, 0.375, 0, 0.53125, 0, 0, 0.6875, 0.78125, 0.515625, 0.796875, 0, 0.765625, 0.796875, 0]","[0.0, 0.8, 0.61067885, 0.0, 0.0, 0.8, 0.39834756, 0.0, 0.5358859, 0.0, 0.0, 0.6956341, 0.8, 0.5284818, 0.8, 0.0, 0.7692603, 0.8, 0.0]"
19,38.260000000000005,0.38260000000000005,17869824,44.06818181818182,52.400484131253364,adc_episode_019,"[0.75, 0.4375, 0.375, 0.75, 0, 0.75, 0, 0, 0.75, 0, 0, 0, 0.78125, 0.5625, 0.421875, 0, 0.25, 0, 0.46875]","[0.8, 0.49007672, 0.42494112, 0.8, 0.0, 0.8, 0.006823744, 0.0, 0.76080155, 0.0, 0.0, 0.0, 0.8, 0.57738996, 0.4251906, 0.0, 0.2599519, 0.0, 0.476169]"
20,30.86,0.3086,17819712,43.94460227272727,38.11861215707369,adc_episode_020,"[0, 0.4375, 0.1875, 0, 0.75, 0, 0.125, 0.78125, 0.4375, 0, 0, 0.78125, 0.375, 0.5625, 0, 0, 0.796875, 0.796875, 0]","[0.0, 0.44244647, 0.24725108, 0.0, 0.8, 0.0, 0.17248625, 0.8, 0.45449254, 0.0, 0.0, 0.8, 0.38327882, 0.5690753, 0.0, 0.0, 0.8, 0.8, 0.0]"
21,29.090000000000003,0.29090000000000005,13607424,33.55681818181818,32.5242065626681,adc_episode_021,"[0, 0.75, 0.3125, 0.6875, 0.6875, 0.625, 0, 0, 0, 0.53125, 0.75, 0, 0.5625, 0, 0.796875, 0.375, 0, 0.796875, 0]","[0.0, 0.8, 0.31885698, 0.7013397, 0.6996024, 0.6319417, 0.0, 0.0, 0.0, 0.5322254, 0.76645917, 0.0, 0.58992594, 0.0, 0.8, 0.38398987, 0.0, 0.8, 0.0]"
22,38.39,0.3839,20302848,50.06818181818182,32.7326519634212,adc_episode_022,"[0, 0, 0, 0.75, 0, 0.75, 0, 0, 0, 0, 0, 0.375, 0.6875, 0.4375, 0.640625, 0.453125, 0.796875, 0, 0.703125]","[0.0, 0.0, 0.0, 0.8, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.629611, 0.0, 0.24641563, 0.17252341, 0.8, 0.0, 0.0]"
23,30.36,0.3036,18143424,44.74289772727273,43.56845077998924,adc_episode_023,"[0, 0, 0.25, 0.625, 0, 0.75, 0.125, 0.15625, 0.34375, 0.65625, 0.375, 0, 0.78125, 0.796875, 0.796875, 0.703125, 0, 0, 0]","[0.0, 0.0, 0.2826654, 0.65583277, 0.0, 0.8, 0.15150373, 0.17045057, 0.36613, 0.6665645, 0.39058056, 0.0, 0.8, 0.8, 0.8, 0.7172072, 0.0, 0.0, 0.0]"
24,36.83,0.36829999999999996,20282688,50.018465909090914,45.041016675632065,adc_episode_024,"[0, 0, 0.75, 0.1875, 0.75, 0.75, 0, 0, 0.40625, 0, 0, 0, 0.28125, 0.15625, 0, 0.703125, 0.359375, 0.6875, 0.359375]","[0.0, 0.0, 0.8, 0.24117279, 0.8, 0.8, 0.0, 0.0, 0.4321306, 0.0, 0.0, 0.0, 0.30074233, 0.16324437, 0.0, 0.0, 0.0, 0.0, 0.018696882]"
25,40.31,0.4031,20277504,50.00568181818181,33.976600322754166,adc_episode_025,"[0.375, 0.75, 0, 0, 0, 0, 0, 0, 0.25, 0.78125, 0.375, 0.40625, 0, 0, 0.734375, 0.28125, 0.796875, 0, 0.75]","[0.41778526, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.26905867, 0.8, 0.38162962, 0.42044654, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 0.0]"
26,40.1,0.401,20288448,50.03267045454546,28.876412049488977,adc_episode_026,"[0, 0, 0, 0, 0.75, 0, 0, 0.5625, 0, 0, 0.25, 0.71875, 0.3125, 0.71875, 0.796875, 0.796875, 0, 0.5, 0.59375]","[0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 0.0, 0.5679872, 0.0, 0.0, 0.0, 0.4108171, 0.09984892, 0.0, 0.8, 0.8, 0.0, 0.18177736, 0.009162922]"
27,32.099999999999994,0.32099999999999995,15703488,38.72585227272727,39.95763851533082,adc_episode_027,"[0.75, 0.75, 0.375, 0.3125, 0, 0.75, 0, 0, 0, 0.78125, 0.15625, 0.59375, 0, 0.796875, 0.078125, 0, 0.3125, 0.75, 0.796875]","[0.8, 0.8, 0.43232352, 0.3297694, 0.0, 0.8, 0.0, 0.0, 0.0, 0.8, 0.16358954, 0.624709, 0.0, 0.8, 0.0816403, 0.0, 0.32269853, 0.76480633, 0.8]"
28,48.31999999999999,0.4831999999999999,20276928,50.00426136363636,32.43006993006993,adc_episode_028,"[0, 0, 0.75, 0.3125, 0.1875, 0, 0, 0.0625, 0, 0, 0.4375, 0.625, 0.5625, 0, 0.734375, 0.296875, 0.703125, 0.359375, 0.6875]","[0.0, 0.0, 0.8, 0.34467947, 0.21054092, 0.0, 0.0, 0.07978079, 0.0, 0.0, 0.46461353, 0.6313848, 0.5639073, 0.0, 0.0, 0.10152818, 0.27746105, 0.0, 0.0]"
29,50.459999999999994,0.5045999999999999,19234944,47.43465909090909,54.09494351802044,adc_episode_029,"[0, 0.75, 0, 0.75, 0, 0.0625, 0.75, 0.78125, 0, 0, 0.78125, 0, 0, 0, 0, 0.546875, 0.34375, 0, 0.796875]","[0.0, 0.8, 0.0, 0.8, 0.0, 0.09771536, 0.8, 0.8, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.5593634, 0.34531102, 0.0, 0.8]"
30,41.81,0.4181,20049984,49.44460227272727,38.1152501344809,adc_episode_030,"[0, 0.75, 0, 0, 0, 0.75, 0, 0.1875, 0, 0.78125, 0, 0, 0, 0, 0.796875, 0, 0.546875, 0.796875, 0]","[0.0, 0.8, 0.0, 0.0, 0.0, 0.8, 0.0, 0.20314814, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 0.0, 0.8, 0.0]"
31,30.589999999999996,0.30589999999999995,20302848,50.06818181818182,47.61968800430339,adc_episode_031,"[0, 0, 0, 0.6875, 0, 0, 0, 0.78125, 0.78125, 0.03125, 0.78125, 0.78125, 0, 0.421875, 0, 0.796875, 0, 0, 0.328125]","[0.0, 0.0, 0.0, 0.69556683, 0.0, 0.0, 0.021853494, 0.8, 0.8, 0.03888801, 0.8, 0.8, 0.0, 0.4323067, 0.0, 0.8, 0.0, 0.0, 0.0]"
32,32.34,0.3234,19051200,46.981534090909086,45.91178052716514,adc_episode_032,"[0, 0, 0.75, 0.375, 0.625, 0.75, 0, 0.09375, 0, 0.15625, 0.78125, 0, 0, 0, 0.5625, 0.390625, 0.796875, 0, 0.234375]","[0.0, 0.0, 0.8, 0.39323333, 0.66983443, 0.8, 0.0, 0.09642983, 0.0, 0.18209423, 0.8, 0.0, 0.0, 0.0, 0.56913775, 0.4051687, 0.8, 0.0, 0.24840689]"
33,34.36,0.3436,18070272,44.5625,59.57167832167832,adc_episode_033,"[0.75, 0.75, 0.75, 0.0625, 0, 0, 0.75, 0, 0.78125, 0.78125, 0.0625, 0.6875, 0, 0, 0.625, 0.28125, 0, 0, 0]","[0.8, 0.8, 0.8, 0.11072697, 0.0, 0.0, 0.8, 0.0, 0.8, 0.799332, 0.08612312, 0.712478, 0.0, 0.0, 0.6286501, 0.2862106, 0.0, 0.0, 0.0]"
34,42.88999999999999,0.42889999999999995,20278080,50.00710227272728,33.7177245831092,adc_episode_034,"[0.75, 0, 0, 0, 0.3125, 0.75, 0.6875, 0, 0, 0, 0, 0.375, 0.40625, 0.296875, 0.703125, 0.359375, 0.6875, 0.359375, 0.6875]","[0.8, 0.0, 0.0, 0.0, 0.34454593, 0.8, 0.71241534, 0.0, 0.0, 0.0, 0.0, 0.4038218, 0.410417, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
35,35.12,0.35119999999999996,20298240,50.05681818181819,53.92684238838085,adc_episode_035,"[0, 0.75, 0.25, 0, 0.75, 0, 0, 0.78125, 0, 0, 0, 0.78125, 0.5, 0, 0.796875, 0.046875, 0.078125, 0, 0.375]","[0.0, 0.8, 0.2721015, 0.0, 0.8, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.8, 0.5122584, 0.0, 0.8, 0.04770542, 0.09249909, 0.0, 0.0]"
36,48.78,0.4878,20280960,50.01420454545455,43.69956966110812,adc_episode_036,"[0.75, 0, 0, 0.75, 0.75, 0.75, 0, 0.28125, 0, 0.03125, 0, 0.09375, 0, 0.734375, 0.796875, 0.140625, 0.328125, 0.078125, 0.6875]","[0.8, 0.0333181, 0.0, 0.8, 0.8, 0.8, 0.0, 0.28537992, 0.0, 0.051951416, 0.010024235, 0.10357516, 0.0, 0.7425191, 0.8, 0.1538364, 0.33043635, 0.080953345, 0.0]"
37,39.83,0.3983,19749888,48.70454545454545,45.11834319526627,adc_episode_037,"[0, 0, 0.625, 0.75, 0, 0.75, 0, 0, 0, 0, 0.78125, 0.125, 0, 0.796875, 0, 0.265625, 0, 0.796875, 0]","[0.0, 0.0, 0.65696305, 0.8, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.8, 0.1379088, 0.0, 0.8, 0.0, 0.2713751, 0.0, 0.8, 0.0]"
38,28.369999999999994,0.28369999999999995,20205504,49.828125,44.58041958041958,adc_episode_038,"[0, 0.1875, 0.375, 0, 0, 0.75, 0, 0, 0, 0.78125, 0.46875, 0.03125, 0.78125, 0.796875, 0, 0, 0.21875, 0.75, 0.328125]","[0.035366386, 0.24257894, 0.3972206, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.8, 0.47747713, 0.05388467, 0.8, 0.8, 0.0, 0.0, 0.0, 0.0, 0.33130714]"
39,38.1,0.381,20145600,49.68039772727273,38.52205486820871,adc_episode_039,"[0.75, 0, 0, 0, 0, 0.375, 0.0625, 0, 0.78125, 0, 0.125, 0.78125, 0.78125, 0.234375, 0, 0.59375, 0, 0.78125, 0.40625]","[0.8, 0.0, 0.0, 0.0, 0.0, 0.4350355, 0.11947776, 0.0, 0.8, 0.0, 0.13135304, 0.8, 0.8, 0.23837607, 0.0, 0.6056575, 0.0, 0.31286436, 0.4066016]"
40,39.300000000000004,0.393,20282112,50.01704545454545,28.637708445400754,adc_episode_040,"[0, 0, 0, 0, 0.625, 0.125, 0, 0.0625, 0.46875, 0, 0.1875, 0.71875, 0.3125, 0.71875, 0.28125, 0.71875, 0.296875, 0.71875, 0.28125]","[0.0, 0.0, 0.0, 0.0, 0.65342087, 0.16291964, 0.0, 0.06742236, 0.49818003, 0.0, 0.19121249, 0.51762784, 0.021599106, 0.0, 0.27979073, 0.0, 0.0, 0.0, 0.0]"
41,46.199999999999996,0.46199999999999997,20194560,49.80113636363636,43.99206562668101,adc_episode_041,"[0, 0.125, 0, 0.75, 0.0625, 0.25, 0.75, 0.78125, 0.78125, 0, 0, 0, 0.28125, 0.796875, 0.125, 0, 0.421875, 0.359375, 0.75]","[0.0, 0.16787767, 0.0, 0.8, 0.116449535, 0.25582248, 0.8, 0.8, 0.8, 0.0, 0.0, 0.0, 0.2900639, 0.8, 0.13995981, 0.0, 0.43433598, 0.0, 0.7560917]"
42,39.18000000000001,0.3918000000000001,20283840,50.02130681818182,32.33929532006455,adc_episode_042,"[0, 0.3125, 0, 0.75, 0, 0, 0.75, 0, 0, 0, 0, 0.125, 0.78125, 0.171875, 0.75, 0.21875, 0.734375, 0.28125, 0.71875]","[0.0, 0.3233575, 0.0, 0.8, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.14937153, 0.73162514, 0.0, 0.5039069, 0.041095488, 0.0, 0.0, 0.31643102]"
43,40.349999999999994,0.40349999999999997,20276928,50.00426136363636,30.201048951048953,adc_episode_043,"[0, 0, 0, 0, 0, 0.0625, 0, 0.78125, 0, 0.78125, 0.5625, 0.78125, 0, 0.796875, 0, 0.328125, 0.703125, 0.328125, 0.703125]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.068766974, 0.0, 0.8, 0.0, 0.8, 0.5780737, 0.8, 0.0, 0.8, 0.0, 0.0, 0.7120974, 0.30814245, 0.0]"
44,34.86,0.3486,20282112,50.01704545454545,24.986551909628833,adc_episode_044,"[0, 0, 0, 0, 0, 0, 0, 0.375, 0.6875, 0.34375, 0.6875, 0.375, 0.6875, 0.375, 0.671875, 0.796875, 0, 0.671875, 0.390625]","[0.0, 0.054511085, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09324098, 0.3912499, 0.0, 0.0, 0.35066187, 0.0, 0.034330398, 0.04510192, 0.8, 0.0, 0.0, 0.29904026]"
45,35.129999999999995,0.35129999999999995,18415872,45.41477272727273,31.481979558902633,adc_episode_045,"[0, 0, 0.75, 0.75, 0, 0, 0, 0.78125, 0, 0, 0.53125, 0, 0.59375, 0.796875, 0.390625, 0, 0.796875, 0, 0.796875]","[0.0, 0.0, 0.8, 0.8, 0.0, 0.0, 0.0, 0.8, 0.0, 0.0, 0.5540482, 0.0, 0.604366, 0.8, 0.39785454, 0.009001884, 0.8, 0.0, 0.8]"
46,36.35,0.3635,20304000,50.07102272727273,40.18289402904788,adc_episode_046,"[0, 0.3125, 0.75, 0, 0, 0.3125, 0.4375, 0.78125, 0, 0, 0, 0.4375, 0.0625, 0, 0.40625, 0.71875, 0.796875, 0, 0.625]","[0.0, 0.35552004, 0.79572254, 0.0, 0.0, 0.3411243, 0.48687857, 0.8, 0.0, 0.0, 0.0, 0.44920072, 0.07127312, 0.0, 0.0, 0.7245297, 0.8, 0.0, 0.0]"
47,27.62,0.2762,16376832,40.38636363636364,32.137573964497044,adc_episode_047,"[0.75, 0, 0.75, 0.75, 0.0625, 0.6875, 0.75, 0, 0, 0.0625, 0, 0.1875, 0, 0.796875, 0.796875, 0, 0.40625, 0.796875, 0.796875]","[0.8, 0.0, 0.8, 0.8, 0.10825387, 0.74529856, 0.8, 0.0, 0.0, 0.09324994, 0.0, 0.20477171, 0.0, 0.8, 0.8, 0.0, 0.41359413, 0.8, 0.8]"
48,28.62,0.2862,15369984,37.90340909090909,27.44082840236686,adc_episode_048,"[0, 0, 0.75, 0, 0, 0, 0.75, 0.1875, 0.65625, 0, 0.78125, 0.78125, 0.46875, 0, 0.796875, 0.453125, 0.796875, 0.09375, 0.34375]","[0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.8, 0.20814271, 0.6831164, 0.0, 0.8, 0.8, 0.47407913, 0.0, 0.8, 0.4571782, 0.8, 0.09450499, 0.34396908]"
49,24.19,0.2419,19570752,48.262784090909086,22.8214093598709,adc_episode_049,"[0.6875, 0, 0, 0, 0, 0, 0, 0.78125, 0, 0.78125, 0, 0.1875, 0.3125, 0.75, 0.1875, 0.75, 0.796875, 0.796875, 0]","[0.69143414, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 0.8, 0.0, 0.20082055, 0.0, 0.0, 0.001858217, 0.0, 0.8, 0.8, 0.0]"
50,36.42999999999999,0.3642999999999999,20279808,50.01136363636364,36.55190962883271,adc_episode_050,"[0, 0, 0.1875, 0, 0, 0.6875, 0.5625, 0, 0, 0, 0.78125, 0.78125, 0.5, 0.1875, 0.796875, 0, 0.21875, 0.75, 0.234375]","[0.0, 0.0, 0.22963071, 0.0, 0.0, 0.7175493, 0.59585696, 0.0, 0.0, 0.0, 0.8, 0.8, 0.50357485, 0.19945398, 0.8, 0.0, 0.19013585, 0.123247825, 0.15650243]"
51,32.989999999999995,0.32989999999999997,19968768,49.24431818181818,28.341850457235076,adc_episode_051,"[0, 0, 0, 0, 0.75, 0, 0, 0, 0.40625, 0.21875, 0, 0.71875, 0.78125, 0.6875, 0, 0.71875, 0.296875, 0.703125, 0.796875]","[0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.43256193, 0.22830386, 0.0, 0.010527733, 0.8, 0.6929075, 0.0, 0.40836295, 0.0, 0.6570392, 0.8]"
52,34.28,0.3428,20280384,50.01278409090909,33.489107046799354,adc_episode_052,"[0, 0, 0, 0.75, 0.5625, 0.75, 0.125, 0, 0, 0, 0.03125, 0, 0.75, 0.796875, 0, 0.734375, 0.234375, 0.734375, 0.265625]","[0.0, 0.0, 0.0, 0.8, 0.58372647, 0.8, 0.14460099, 0.0, 0.009605854, 0.0, 0.04478105, 0.0, 0.0, 0.7968893, 0.0, 0.0, 0.11650596, 0.24407995, 0.0]"
53,47.589999999999996,0.4759,20135232,49.65482954545454,36.172001075847234,adc_episode_053,"[0, 0, 0.5625, 0, 0, 0.1875, 0, 0.78125, 0.6875, 0.5, 0.09375, 0.34375, 0.03125, 0.796875, 0, 0.5625, 0.03125, 0.453125, 0.75]","[0.0, 0.0, 0.6066628, 0.0, 0.0, 0.23166722, 0.0, 0.8, 0.71300256, 0.51126677, 0.11914367, 0.36920184, 0.039775614, 0.8, 0.0, 0.57799107, 0.038110934, 0.0, 0.75575143]"
54,33.08,0.3308,19388160,47.8125,61.837681549220015,adc_episode_054,"[0, 0.75, 0.75, 0, 0.125, 0.5, 0.75, 0, 0.78125, 0.78125, 0, 0.1875, 0, 0.40625, 0.6875, 0, 0, 0, 0]","[0.0, 0.8, 0.8, 0.0, 0.1517921, 0.55700296, 0.8, 0.0, 0.8, 0.8, 0.0, 0.20270741, 0.0, 0.41425166, 0.68793666, 0.0, 0.0, 0.0, 0.0]"
55,29.74,0.2974,20033280,49.403409090909086,25.047068316299086,adc_episode_055,"[0, 0, 0, 0.0625, 0, 0, 0, 0.125, 0.75, 0.28125, 0.71875, 0.78125, 0, 0.5625, 0.546875, 0.5625, 0.796875, 0, 0.796875]","[0.0, 0.0, 0.0, 0.07233184, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.79450744, 0.0, 0.0, 0.44569805, 0.0, 0.8, 0.0, 0.8]"
56,32.620000000000005,0.32620000000000005,20282112,50.01704545454545,50.89766003227542,adc_episode_056,"[0, 0, 0, 0, 0.75, 0, 0.5, 0.78125, 0.65625, 0.78125, 0, 0.28125, 0.78125, 0, 0, 0, 0.390625, 0.6875, 0.359375]","[0.0, 0.0, 0.011811189, 0.0, 0.8, 0.0, 0.5343679, 0.8, 0.6644189, 0.8, 0.0, 0.30232787, 0.8, 0.0, 0.0, 0.0, 0.0, 0.45353186, 0.0]"
57,35.809999999999995,0.3581,19281024,47.54829545454545,32.98144163528779,adc_episode_057,"[0, 0, 0.75, 0, 0.3125, 0, 0.75, 0, 0, 0, 0.78125, 0, 0, 0, 0.578125, 0.53125, 0.796875, 0.796875, 0.796875]","[0.0, 0.0, 0.8, 0.0, 0.3350449, 0.0, 0.8, 0.0, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.1891385, 0.8, 0.8, 0.8]"
58,36.029999999999994,0.36029999999999995,20293632,50.04545454545455,31.186121570736958,adc_episode_058,"[0.75, 0, 0.375, 0, 0, 0, 0, 0.78125, 0, 0.3125, 0, 0.46875, 0, 0.4375, 0.796875, 0.03125, 0.796875, 0, 0.703125]","[0.8, 0.0, 0.41140673, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 0.31787503, 0.0, 0.4759427, 0.0, 0.0, 0.8, 0.041002337, 0.8, 0.0, 0.0]"
