episode,top1,reward,total_macs,normalized_macs,normalized_nnz,ckpt_name,action_history,agent_action_history
11,24.099999999999998,-12.385581016714568,12216384,30.126420454545453,22.16581495427649,adc_episode_011,"[0.75, 0.1875, 0.75, 0.75, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.5625, 0.1875, 0.6875, 0.1875, 0.71875, 0.59375, 0.1875, 0.796875, 0.796875, 0.1875]","[0.8, 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.5640245, 0.2, 0.7181329, 0.2, 0.7211405, 0.60042065, 0.2, 0.8, 0.8, 0.2]"
12,41.23,-9.893052831358784,20450304,50.43181818181818,52.2626412049489,adc_episode_012,"[0.1875, 0.375, 0.1875, 0.1875, 0.1875, 0.75, 0.5625, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.78125, 0.75, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875]","[0.2, 0.37657455, 0.2, 0.2, 0.2, 0.8, 0.62348944, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.75581264, 0.2, 0.2, 0.2, 0.2, 0.2]"
13,42.78999999999999,-9.525124647257512,17011584,41.95170454545455,47.88528778913395,adc_episode_013,"[0.5, 0.1875, 0.1875, 0.4375, 0.75, 0.1875, 0.1875, 0.1875, 0.1875, 0.78125, 0.1875, 0.78125, 0.1875, 0.796875, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875]","[0.51191026, 0.2, 0.2, 0.49817657, 0.7572117, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.8, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2]"
14,39.870000000000005,-10.089310421432874,19368576,47.76420454545455,44.213959117805274,adc_episode_014,"[0.1875, 0.1875, 0.1875, 0.6875, 0.1875, 0.1875, 0.1875, 0.6875, 0.1875, 0.1875, 0.1875, 0.1875, 0.78125, 0.359375, 0.640625, 0.1875, 0.1875, 0.3125, 0.1875]","[0.2, 0.2, 0.2, 0.71005416, 0.2, 0.2, 0.2, 0.70436376, 0.2, 0.2, 0.2, 0.2, 0.8, 0.3624721, 0.65216035, 0.2, 0.2, 0.32427475, 0.2]"
15,27.969999999999995,-11.856257500430672,14078592,34.71875,37.52353415814954,adc_episode_015,"[0.1875, 0.1875, 0.1875, 0.1875, 0.75, 0.1875, 0.625, 0.40625, 0.78125, 0.78125, 0.78125, 0.1875, 0.6875, 0.796875, 0.1875, 0.1875, 0.484375, 0.1875, 0.1875]","[0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.67654616, 0.40654185, 0.8, 0.8, 0.8, 0.2, 0.7004791, 0.8, 0.2, 0.2, 0.4964586, 0.2, 0.2]"
16,40.12,-10.047611770339927,19376640,47.78409090909091,60.2373587950511,adc_episode_016,"[0.1875, 0.75, 0.1875, 0.1875, 0.1875, 0.75, 0.75, 0.1875, 0.1875, 0.1875, 0.78125, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875]","[0.2, 0.8, 0.2, 0.24692176, 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
17,45.06,-9.15861539940759,17369280,42.83380681818182,41.531065088757394,adc_episode_017,"[0.75, 0.1875, 0.1875, 0.1875, 0.25, 0.5625, 0.3125, 0.78125, 0.1875, 0.1875, 0.1875, 0.5625, 0.1875, 0.375, 0.1875, 0.1875, 0.328125, 0.796875, 0.1875]","[0.8, 0.2, 0.2, 0.2, 0.27555227, 0.58800066, 0.31295314, 0.8, 0.2, 0.2, 0.2, 0.56689847, 0.2, 0.37541398, 0.2, 0.2, 0.33938667, 0.8, 0.2]"
18,36.31999999999999,-10.529167021799982,15164928,37.39772727272727,40.082033351264116,adc_episode_018,"[0.75, 0.5625, 0.1875, 0.1875, 0.1875, 0.6875, 0.1875, 0.1875, 0.78125, 0.1875, 0.1875, 0.59375, 0.78125, 0.1875, 0.1875, 0.1875, 0.1875, 0.75, 0.796875]","[0.8, 0.5770091, 0.2, 0.2, 0.2, 0.7447747, 0.2, 0.2, 0.8, 0.2, 0.2, 0.5978453, 0.8, 0.2, 0.2, 0.2, 0.2, 0.7544915, 0.8]"
19,21.730000000000004,-12.738539566422816,11700288,28.85369318181818,15.905728886498116,adc_episode_019,"[0.5, 0.1875, 0.1875, 0.1875, 0.5625, 0.5, 0.1875, 0.1875, 0.78125, 0.78125, 0.1875, 0.1875, 0.78125, 0.796875, 0.515625, 0.796875, 0.5, 0.796875, 0.1875]","[0.55460817, 0.2, 0.2, 0.2, 0.5978127, 0.5350738, 0.2, 0.2, 0.8, 0.8, 0.2, 0.2, 0.8, 0.8, 0.5201223, 0.8, 0.51147085, 0.8, 0.2]"
20,33.5,-11.036527338886724,16131456,39.78125,30.301909628832707,adc_episode_020,"[0.1875, 0.1875, 0.75, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.78125, 0.1875, 0.1875, 0.78125, 0.1875, 0.796875, 0.40625, 0.5625, 0.34375, 0.1875]","[0.2, 0.2, 0.7949842, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.7903293, 0.2, 0.8, 0.41266987, 0.5654255, 0.3493107, 0.2]"
21,61.39,-6.4316935068223335,17160192,42.31818181818181,58.354626143087685,BEST_adc_episode_021,"[0.6875, 0.75, 0.75, 0.1875, 0.375, 0.1875, 0.75, 0.1875, 0.65625, 0.46875, 0.40625, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875]","[0.68760145, 0.8, 0.79505247, 0.2, 0.4353529, 0.2, 0.8, 0.2, 0.6603586, 0.48413965, 0.42990598, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
22,21.96,-12.964452228547572,16396416,40.43465909090909,43.528106508875744,adc_episode_022,"[0.1875, 0.1875, 0.1875, 0.1875, 0.75, 0.1875, 0.75, 0.78125, 0.78125, 0.1875, 0.1875, 0.5625, 0.1875, 0.796875, 0.1875, 0.375, 0.1875, 0.1875, 0.1875]","[0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.8, 0.8, 0.8, 0.2, 0.2, 0.58731437, 0.2, 0.8, 0.2, 0.38924944, 0.2, 0.2, 0.2]"
23,43.489999999999995,-9.464116403594643,18768384,46.28409090909091,39.349112426035504,adc_episode_023,"[0.75, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.3125, 0.1875, 0.1875, 0.1875, 0.1875, 0.78125, 0.78125, 0.1875, 0.796875, 0.359375, 0.328125, 0.1875, 0.1875]","[0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.34541565, 0.2, 0.2, 0.21762732, 0.2, 0.8, 0.8, 0.2, 0.8, 0.3712739, 0.32934186, 0.2, 0.2]"
24,29.269999999999996,-11.643951753277868,14112000,34.80113636363637,29.437869822485208,adc_episode_024,"[0.1875, 0.6875, 0.75, 0.1875, 0.1875, 0.5, 0.1875, 0.78125, 0.1875, 0.1875, 0.1875, 0.1875, 0.78125, 0.1875, 0.796875, 0.1875, 0.796875, 0.1875, 0.203125]","[0.2, 0.70746064, 0.8, 0.2, 0.2, 0.53573066, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.8, 0.2, 0.8, 0.2, 0.20976378]"
25,63.31,-6.158266063262887,19473984,48.02414772727273,43.63905325443787,BEST_adc_episode_025,"[0.75, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.4375, 0.71875, 0.1875, 0.375, 0.1875, 0.1875, 0.1875, 0.609375, 0.609375, 0.1875]","[0.77120274, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.44403622, 0.72465396, 0.2, 0.40372658, 0.2, 0.2, 0.2, 0.6123554, 0.6201672, 0.2]"
26,62.980000000000004,-6.2270426381856,20191104,49.79261363636363,55.60112963959117,adc_episode_026,"[0.75, 0.75, 0.1875, 0.75, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.28125, 0.1875, 0.1875, 0.671875, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875]","[0.8, 0.8, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.29928565, 0.2, 0.2, 0.68256384, 0.2, 0.2, 0.2, 0.2, 0.2]"
27,38.660000000000004,-10.145443419995624,15243840,37.59232954545455,28.06616460462614,adc_episode_027,"[0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.75, 0.1875, 0.25, 0.28125, 0.5625, 0.78125, 0.375, 0.1875, 0.4375, 0.1875, 0.796875, 0.1875, 0.703125, 0.640625]","[0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2642736, 0.2840583, 0.5719728, 0.8, 0.3845428, 0.2, 0.44375256, 0.2, 0.8, 0.2, 0.7115403, 0.64615595]"
28,62.09,-6.36943131738809,19805184,48.84090909090909,52.98547606239914,adc_episode_028,"[0.375, 0.1875, 0.375, 0.75, 0.4375, 0.625, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.5, 0.1875, 0.375, 0.1875, 0.1875]","[0.43165204, 0.2, 0.40650767, 0.8, 0.48558044, 0.6425399, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.50699455, 0.2, 0.3882888, 0.2, 0.2]"
29,25.180000000000003,-12.40036954825898,15769728,38.88920454545455,27.403846153846157,adc_episode_029,"[0.1875, 0.75, 0.1875, 0.1875, 0.1875, 0.1875, 0.4375, 0.1875, 0.1875, 0.78125, 0.1875, 0.21875, 0.1875, 0.796875, 0.1875, 0.1875, 0.796875, 0.75, 0.796875]","[0.2, 0.8, 0.2, 0.24170041, 0.2, 0.2, 0.45257598, 0.2, 0.2, 0.8, 0.2, 0.2428042, 0.2, 0.8, 0.2, 0.2, 0.8, 0.7545024, 0.8]"
30,60.31999999999999,-6.643038077614515,18653184,46.0,49.388111888111894,adc_episode_030,"[0.3125, 0.75, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.65625, 0.1875, 0.21875, 0.375, 0.78125, 0.3125, 0.1875, 0.21875, 0.1875, 0.265625, 0.1875, 0.765625]","[0.33830816, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.66983837, 0.2, 0.22613294, 0.38245153, 0.8, 0.34112826, 0.2, 0.22263649, 0.2, 0.28003466, 0.2, 0.76778597]"
31,16.959999999999997,-13.522229531086134,11804544,29.110795454545457,34.66917697686929,adc_episode_031,"[0.4375, 0.75, 0.6875, 0.5625, 0.75, 0.75, 0.1875, 0.1875, 0.21875, 0.5, 0.1875, 0.6875, 0.1875, 0.796875, 0.1875, 0.1875, 0.1875, 0.796875, 0.1875]","[0.49089804, 0.8, 0.71200407, 0.5907516, 0.8, 0.8, 0.2, 0.2, 0.23459496, 0.5214883, 0.2, 0.6973481, 0.2, 0.8, 0.2, 0.2, 0.2, 0.8, 0.2]"
32,17.03,-13.54614075972182,12317760,30.376420454545457,27.023937600860677,adc_episode_032,"[0.1875, 0.75, 0.75, 0.1875, 0.5, 0.1875, 0.75, 0.78125, 0.1875, 0.1875, 0.1875, 0.25, 0.78125, 0.1875, 0.1875, 0.796875, 0.796875, 0.1875, 0.796875]","[0.21562923, 0.7814509, 0.8, 0.2, 0.5263496, 0.2, 0.7523382, 0.8, 0.2, 0.2, 0.2, 0.27498287, 0.8, 0.2, 0.2, 0.8, 0.8, 0.2, 0.8]"
33,41.83,-9.695576046178939,17324928,42.72443181818182,52.45763851533082,adc_episode_033,"[0.75, 0.625, 0.75, 0.625, 0.625, 0.1875, 0.6875, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.796875, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875]","[0.8, 0.65404934, 0.8, 0.658829, 0.6818789, 0.23975264, 0.704056, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2]"
34,43.769999999999996,-9.385780676412088,17747712,43.76704545454545,38.888515330823026,adc_episode_034,"[0.75, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.375, 0.78125, 0.5625, 0.78125, 0.1875, 0.1875, 0.1875, 0.4375, 0.796875, 0.1875]","[0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.3880465, 0.8, 0.56943935, 0.8, 0.2, 0.2, 0.2, 0.4421505, 0.8, 0.2]"
35,55.35,-7.521983770132654,20718720,51.09375000000001,47.55580957504034,adc_episode_035,"[0.75, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.78125, 0.1875, 0.1875, 0.1875, 0.421875, 0.1875, 0.421875, 0.40625, 0.1875]","[0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.43552947, 0.2, 0.43415412, 0.40981892, 0.2]"
36,16.379999999999995,-13.862321233694242,15835392,39.05113636363636,33.324367939752555,adc_episode_036,"[0.4375, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.75, 0.1875, 0.6875, 0.78125, 0.1875, 0.1875, 0.75, 0.796875, 0.1875, 0.796875, 0.1875, 0.1875, 0.1875]","[0.47178036, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.71638435, 0.8, 0.2, 0.2, 0.7531124, 0.8, 0.2, 0.8, 0.2, 0.2, 0.2]"
37,36.42999999999999,-10.54583741278124,16019712,39.50568181818182,47.502017213555675,adc_episode_037,"[0.1875, 0.1875, 0.75, 0.1875, 0.1875, 0.5625, 0.1875, 0.78125, 0.375, 0.78125, 0.34375, 0.1875, 0.78125, 0.1875, 0.1875, 0.4375, 0.1875, 0.1875, 0.1875]","[0.2, 0.2, 0.8, 0.2, 0.2, 0.58409625, 0.2, 0.8, 0.4028571, 0.8, 0.36899218, 0.2, 0.8, 0.2, 0.2, 0.44527477, 0.2, 0.2, 0.2]"
38,43.669999999999995,-9.352913539796756,16252992,40.08096590909091,39.443249058633675,adc_episode_038,"[0.1875, 0.1875, 0.1875, 0.1875, 0.5625, 0.1875, 0.1875, 0.1875, 0.78125, 0.78125, 0.71875, 0.4375, 0.625, 0.296875, 0.484375, 0.1875, 0.1875, 0.1875, 0.796875]","[0.2, 0.2, 0.2, 0.2, 0.6070735, 0.2, 0.2, 0.2, 0.8, 0.8, 0.74653286, 0.45894557, 0.65343326, 0.30491456, 0.49074107, 0.2, 0.2, 0.2, 0.8]"
39,28.859999999999996,-11.791395791236006,15790464,38.94034090909091,36.36027434104357,adc_episode_039,"[0.75, 0.1875, 0.75, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.78125, 0.1875, 0.53125, 0.1875, 0.796875, 0.1875, 0.21875, 0.1875, 0.734375, 0.1875]","[0.8, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.5323556, 0.2, 0.8, 0.2, 0.2206606, 0.2, 0.7464783, 0.2]"
40,70.05,-5.011598577756139,18498816,45.61931818181818,49.66715976331361,BEST_adc_episode_040,"[0.5625, 0.1875, 0.1875, 0.5, 0.75, 0.1875, 0.5, 0.375, 0.1875, 0.46875, 0.1875, 0.1875, 0.1875, 0.1875, 0.484375, 0.1875, 0.1875, 0.1875, 0.671875]","[0.58380896, 0.2, 0.2, 0.5104944, 0.79755783, 0.2, 0.5314568, 0.37845096, 0.2, 0.48620996, 0.2, 0.2, 0.2, 0.2, 0.49635315, 0.2, 0.2, 0.2, 0.6753568]"
41,46.78,-8.919126808632523,18981504,46.809659090909086,41.22848305540614,adc_episode_041,"[0.75, 0.3125, 0.1875, 0.1875, 0.5625, 0.1875, 0.1875, 0.1875, 0.1875, 0.34375, 0.1875, 0.28125, 0.1875, 0.703125, 0.1875, 0.796875, 0.1875, 0.1875, 0.1875]","[0.8, 0.35173503, 0.2, 0.2, 0.60299486, 0.2, 0.2, 0.2, 0.2, 0.3669072, 0.2, 0.30305824, 0.2, 0.70633006, 0.2, 0.8, 0.2, 0.2, 0.2]"
42,17.56,-13.646086922103583,15444288,38.08664772727273,28.883136094674555,adc_episode_042,"[0.5625, 0.1875, 0.1875, 0.1875, 0.75, 0.75, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.78125, 0.1875, 0.3125, 0.796875, 0.1875, 0.796875, 0.734375]","[0.6012403, 0.2, 0.2, 0.2, 0.8, 0.8, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.3211811, 0.8, 0.2, 0.8, 0.74478716]"
43,71.38,-4.827325845719735,21146112,52.14772727272727,62.23440021516945,BEST_adc_episode_043,"[0.1875, 0.625, 0.1875, 0.25, 0.75, 0.1875, 0.25, 0.6875, 0.1875, 0.1875, 0.21875, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875]","[0.2, 0.6491373, 0.2, 0.25361294, 0.8, 0.2, 0.304824, 0.7104509, 0.2, 0.2, 0.21978553, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
44,42.36,-9.643984552164621,18465408,45.53693181818182,35.00874125874126,adc_episode_044,"[0.1875, 0.1875, 0.1875, 0.5625, 0.1875, 0.1875, 0.1875, 0.1875, 0.78125, 0.1875, 0.1875, 0.1875, 0.1875, 0.796875, 0.1875, 0.640625, 0.1875, 0.1875, 0.796875]","[0.2, 0.2, 0.2, 0.5725687, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.6529644, 0.2, 0.2, 0.8]"
45,37.580000000000005,-10.406994684242859,17409600,42.93323863636363,42.3513986013986,adc_episode_045,"[0.1875, 0.1875, 0.625, 0.1875, 0.5625, 0.1875, 0.1875, 0.78125, 0.1875, 0.1875, 0.1875, 0.59375, 0.1875, 0.578125, 0.796875, 0.1875, 0.1875, 0.1875, 0.265625]","[0.2, 0.2, 0.64694035, 0.2, 0.5751752, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.61393005, 0.2, 0.5800823, 0.8, 0.2, 0.2, 0.2, 0.2714306]"
46,71.10000000000001,-4.9185175227823805,24620544,60.71590909090909,61.49475524475524,adc_episode_046,"[0.1875, 0.3125, 0.1875, 0.1875, 0.1875, 0.1875, 0.4375, 0.1875, 0.1875, 0.1875, 0.1875, 0.3125, 0.1875, 0.375, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875]","[0.2, 0.37394428, 0.2, 0.2, 0.2, 0.2, 0.4735648, 0.2, 0.2, 0.2, 0.2, 0.31454554, 0.2, 0.38250083, 0.2, 0.2, 0.2, 0.2, 0.2]"
47,58.099999999999994,-7.135814142044416,24905088,61.41761363636363,55.68181818181818,adc_episode_047,"[0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.25, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.796875, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875]","[0.2, 0.2, 0.2, 0.24997778, 0.2, 0.2, 0.25642136, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.20208606, 0.2]"
48,33.87,-10.624332326708572,9490752,23.404829545454543,15.556078536847767,adc_episode_048,"[0.1875, 0.75, 0.1875, 0.75, 0.75, 0.1875, 0.1875, 0.78125, 0.78125, 0.1875, 0.1875, 0.25, 0.78125, 0.1875, 0.796875, 0.796875, 0.6875, 0.796875, 0.1875]","[0.2, 0.8, 0.2, 0.7972511, 0.8, 0.2, 0.2, 0.8, 0.8, 0.2, 0.2, 0.2638189, 0.8, 0.2, 0.8, 0.8, 0.68971115, 0.8, 0.2]"
49,41.730000000000004,-9.687348185376328,16600320,40.9375,47.39107046799354,adc_episode_049,"[0.75, 0.5625, 0.6875, 0.75, 0.1875, 0.375, 0.1875, 0.78125, 0.1875, 0.25, 0.1875, 0.1875, 0.1875, 0.1875, 0.796875, 0.1875, 0.1875, 0.1875, 0.1875]","[0.8, 0.5791302, 0.73390216, 0.8, 0.2, 0.42244545, 0.2, 0.8, 0.2, 0.25858313, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2]"
50,29.439999999999998,-11.394023886660747,10303488,25.40909090909091,25.514389456697153,adc_episode_050,"[0.75, 0.1875, 0.75, 0.625, 0.6875, 0.1875, 0.1875, 0.1875, 0.1875, 0.78125, 0.625, 0.78125, 0.78125, 0.1875, 0.1875, 0.796875, 0.1875, 0.796875, 0.1875]","[0.8, 0.2, 0.8, 0.63137066, 0.7262188, 0.2, 0.2, 0.2, 0.2, 0.8, 0.64289993, 0.8, 0.8, 0.2, 0.2, 0.8, 0.2, 0.8, 0.2]"
51,25.22,-12.155965641272227,11474496,28.296875,25.10758472296934,adc_episode_051,"[0.75, 0.1875, 0.75, 0.1875, 0.6875, 0.1875, 0.1875, 0.1875, 0.375, 0.3125, 0.78125, 0.1875, 0.78125, 0.25, 0.796875, 0.1875, 0.1875, 0.796875, 0.796875]","[0.8, 0.2, 0.8, 0.2, 0.7343302, 0.2, 0.22157398, 0.2, 0.3919408, 0.33233124, 0.8, 0.2, 0.8, 0.25799406, 0.8, 0.2, 0.2, 0.8, 0.8]"
52,52.910000000000004,-7.900466636025696,19334016,47.67897727272727,42.43881118881119,adc_episode_052,"[0.1875, 0.4375, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.78125, 0.1875, 0.1875, 0.78125, 0.1875, 0.1875, 0.1875, 0.1875, 0.796875, 0.65625]","[0.2, 0.4859042, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.8, 0.2, 0.2, 0.8, 0.2, 0.2, 0.2, 0.2, 0.8, 0.6583399]"
