Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Q/Mean,Q/Stdev,Q/Max,Q/Min,TD targets/Mean,TD targets/Stdev,TD targets/Max,TD targets/Min,actions/Mean,actions/Stdev,actions/Max,actions/Min
33,0.0,1.0,627.0,33.0,19.0,627.0,0.5,,,0.0,1202.9237990379333,,,,,,,,,,,,,,,,0.21950000000000003,0.0,0.21950000000000003,0.21950000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,0.0,1.0,646.0,34.0,19.0,646.0,0.5,,,0.0,1212.6369416713715,,,,,,,,,,,,,,,,0.4320000000000001,5.551115123125783e-17,0.43200000000000005,0.43200000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,0.0,1.0,665.0,35.0,19.0,665.0,0.5,,,0.0,1222.3818759918213,,,,,,,,,,,,,,,,0.4477,0.0,0.4477,0.4477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,0.0,1.0,684.0,36.0,19.0,684.0,0.5,,,0.0,1231.7433679103851,,,,,,,,,,,,,,,,0.3746000000000001,0.0,0.3746000000000001,0.3746000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0.0,1.0,703.0,37.0,19.0,703.0,0.5,,,0.0,1241.5960748195648,,,,,,,,,,,,,,,,0.15430000000000002,2.7755575615628914e-17,0.1543,0.1543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,0.0,1.0,722.0,38.0,19.0,722.0,0.5,,,0.0,1250.878069639206,,,,,,,,,,,,,,,,0.5294000000000001,1.1102230246251565e-16,0.5294,0.5294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,0.0,1.0,741.0,39.0,19.0,741.0,0.5,,,0.0,1261.2056059837341,,,,,,,,,,,,,,,,0.12250000000000005,0.0,0.12250000000000005,0.12250000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,0.0,1.0,760.0,40.0,19.0,760.0,0.5,,,0.0,1271.03728890419,,,,,,,,,,,,,,,,0.24039999999999997,2.7755575615628914e-17,0.24039999999999995,0.24039999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,0.0,1.0,779.0,41.0,19.0,779.0,0.5,,,0.0,1280.9403886795044,,,,,,,,,,,,,,,,0.2794999999999999,5.551115123125783e-17,0.27949999999999997,0.27949999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,0.0,1.0,798.0,42.0,19.0,798.0,0.5,,,0.0,1291.6593778133392,,,,,,,,,,,,,,,,0.34409999999999996,0.0,0.34409999999999996,0.34409999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,0.0,1.0,817.0,43.0,19.0,817.0,0.5,,,0.0,1301.5895113945007,,,,,,,,,,,,,,,,0.1953,0.0,0.1953,0.1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0.0,1.0,836.0,44.0,19.0,836.0,0.5,,,0.0,1311.186546087265,,,,,,,,,,,,,,,,0.11939999999999991,2.7755575615628914e-17,0.11939999999999994,0.11939999999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,0.0,1.0,855.0,45.0,19.0,855.0,0.5,,,0.0,1320.5518448352814,,,,,,,,,,,,,,,,0.49700000000000005,0.0,0.49700000000000005,0.49700000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,0.0,1.0,874.0,46.0,19.0,874.0,0.5,,,0.0,1330.0690953731537,,,,,,,,,,,,,,,,0.2714,0.0,0.2714,0.2714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,0.0,1.0,893.0,47.0,19.0,893.0,0.5,,,0.0,1339.7240817546844,,,,,,,,,,,,,,,,0.2972,0.0,0.2972,0.2972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,0.0,1.0,912.0,48.0,19.0,912.0,0.5,,,0.0,1349.932431936264,,,,,,,,,,,,,,,,0.112,1.3877787807814457e-17,0.11199999999999999,0.11199999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,0.0,1.0,931.0,49.0,19.0,931.0,0.5,,,0.0,1360.1766250133514,,,,,,,,,,,,,,,,0.39920000000000005,5.551115123125783e-17,0.3992,0.3992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,0.0,1.0,950.0,50.0,19.0,950.0,0.5,,,0.0,1370.900658607483,,,,,,,,,,,,,,,,0.2611,0.0,0.2611,0.2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,0.0,1.0,969.0,51.0,19.0,969.0,0.5,,,0.0,1381.8852503299713,,,,,,,,,,,,,,,,0.40090000000000003,0.0,0.40090000000000003,0.40090000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,0.0,1.0,988.0,52.0,19.0,988.0,0.5,,,0.0,1391.7130298614502,,,,,,,,,,,,,,,,0.31930000000000003,0.0,0.31930000000000003,0.31930000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,0.0,1.0,1007.0,53.0,19.0,1007.0,0.5,,,0.0,1401.359172821045,,,,,,,,,,,,,,,,0.2996,0.0,0.2996,0.2996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,0.0,1.0,1026.0,54.0,19.0,1026.0,0.5,,,0.0,1410.369094133377,,,,,,,,,,,,,,,,0.14270000000000005,0.0,0.14270000000000005,0.14270000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,0.0,1.0,1045.0,55.0,19.0,1045.0,0.5,,,0.0,1420.0028903484344,,,,,,,,,,,,,,,,0.28110000000000007,5.551115123125783e-17,0.2811,0.2811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,0.0,1.0,1064.0,56.0,19.0,1064.0,0.5,,,0.0,1430.3718700408936,,,,,,,,,,,,,,,,0.28150000000000003,5.551115123125783e-17,0.2815,0.2815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,0.0,1.0,1083.0,57.0,19.0,1083.0,0.5,,,0.0,1440.426640510559,,,,,,,,,,,,,,,,0.2439,0.0,0.2439,0.2439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,0.0,1.0,1102.0,58.0,19.0,1102.0,0.5,,,0.0,1450.0671916007996,,,,,,,,,,,,,,,,0.16219999999999998,2.7755575615628914e-17,0.1622,0.1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,0.0,1.0,1121.0,59.0,19.0,1121.0,0.5,,,0.0,1460.759036540985,,,,,,,,,,,,,,,,0.4406999999999999,5.551115123125783e-17,0.4407,0.4407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,0.0,1.0,1140.0,60.0,19.0,1140.0,0.5,,,0.0,1469.878089427948,,,,,,,,,,,,,,,,0.4349,5.551115123125783e-17,0.43489999999999995,0.43489999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,0.0,1.0,1159.0,61.0,19.0,1159.0,0.5,,,0.0,1479.187247991562,,,,,,,,,,,,,,,,0.3635,0.0,0.3635,0.3635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,0.0,1.0,1178.0,62.0,19.0,1178.0,0.5,,,0.0,1488.544795513153,,,,,,,,,,,,,,,,0.15180000000000007,2.7755575615628914e-17,0.15180000000000005,0.15180000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,0.0,1.0,1197.0,63.0,19.0,1197.0,0.5,,,0.0,1498.452382326126,,,,,,,,,,,,,,,,0.2799,5.551115123125783e-17,0.27990000000000004,0.27990000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,0.0,1.0,1216.0,64.0,19.0,1216.0,0.5,,,0.0,1507.463466644287,,,,,,,,,,,,,,,,0.2911,0.0,0.2911,0.2911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,0.0,1.0,1235.0,65.0,19.0,1235.0,0.5,,,0.0,1517.1215999126434,,,,,,,,,,,,,,,,0.258,0.0,0.258,0.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,0.0,1.0,1254.0,66.0,19.0,1254.0,0.5,,,0.0,1526.7376630306244,,,,,,,,,,,,,,,,0.28519999999999995,5.551115123125783e-17,0.2852,0.2852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,0.0,1.0,1273.0,67.0,19.0,1273.0,0.5,,,0.0,1537.3346123695374,,,,,,,,,,,,,,,,0.11209999999999996,1.3877787807814457e-17,0.11209999999999998,0.11209999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0.0,1.0,1292.0,68.0,19.0,1292.0,0.5,,,0.0,1546.440672159195,,,,,,,,,,,,,,,,0.2096,0.0,0.2096,0.2096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,0.0,1.0,1311.0,69.0,19.0,1311.0,0.5,,,0.0,1556.0623960494995,,,,,,,,,,,,,,,,0.22489999999999996,2.7755575615628914e-17,0.2249,0.2249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,0.0,1.0,1330.0,70.0,19.0,1330.0,0.5,,,0.0,1565.806958913803,,,,,,,,,,,,,,,,0.26309999999999995,5.551115123125783e-17,0.2631,0.2631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,0.0,1.0,1349.0,71.0,19.0,1349.0,0.5,,,0.0,1574.5345585346222,,,,,,,,,,,,,,,,0.4665000000000001,0.0,0.4665000000000001,0.4665000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,0.0,1.0,1368.0,72.0,19.0,1368.0,0.5,,,0.0,1583.111320257187,,,,,,,,,,,,,,,,0.2413999999999999,5.551115123125783e-17,0.24139999999999995,0.24139999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,0.0,1.0,1387.0,73.0,19.0,1387.0,0.5,,,0.0,1592.8454763889313,,,,,,,,,,,,,,,,0.13520000000000001,2.7755575615628914e-17,0.1352,0.1352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,0.0,1.0,1406.0,74.0,19.0,1406.0,0.5,,,0.0,1602.0758938789368,,,,,,,,,,,,,,,,0.26559999999999995,0.0,0.26559999999999995,0.26559999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,0.0,1.0,1425.0,75.0,19.0,1425.0,0.5,,,0.0,1611.6754546165466,,,,,,,,,,,,,,,,0.3048,5.551115123125783e-17,0.30479999999999996,0.30479999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,0.0,1.0,1444.0,76.0,19.0,1444.0,0.5,,,0.0,1621.3081936836243,,,,,,,,,,,,,,,,0.4724000000000001,5.551115123125783e-17,0.47240000000000004,0.47240000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,0.0,1.0,1463.0,77.0,19.0,1463.0,0.5,,,0.0,1631.5011599063873,,,,,,,,,,,,,,,,0.27470000000000006,0.0,0.27470000000000006,0.27470000000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,0.0,1.0,1482.0,78.0,19.0,1482.0,0.5,,,0.0,1641.230925321579,,,,,,,,,,,,,,,,0.22230000000000005,0.0,0.22230000000000005,0.22230000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,0.0,1.0,1501.0,79.0,19.0,1501.0,0.5,,,0.0,1652.1759190559387,,,,,,,,,,,,,,,,0.5475999999999999,1.1102230246251565e-16,0.5476,0.5476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,0.0,1.0,1520.0,80.0,19.0,1520.0,0.5,,,0.0,1662.1000113487244,,,,,,,,,,,,,,,,0.2707,5.551115123125783e-17,0.27070000000000005,0.27070000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,0.0,1.0,1539.0,81.0,19.0,1539.0,0.5,,,0.0,1671.4068353176117,,,,,,,,,,,,,,,,0.14459999999999998,2.7755575615628914e-17,0.14459999999999995,0.14459999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,0.0,1.0,1558.0,82.0,19.0,1558.0,0.5,,,0.0,1680.8380601406097,,,,,,,,,,,,,,,,0.3718000000000001,5.551115123125783e-17,0.3718,0.3718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,0.0,1.0,1577.0,83.0,19.0,1577.0,0.5,,,0.0,1691.459039926529,,,,,,,,,,,,,,,,0.26919999999999994,5.551115123125783e-17,0.2692,0.2692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,0.0,1.0,1596.0,84.0,19.0,1596.0,0.5,,,0.0,1701.7991127967834,,,,,,,,,,,,,,,,0.5230999999999999,1.1102230246251565e-16,0.5231,0.5231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,0.0,1.0,1615.0,85.0,19.0,1615.0,0.5,,,0.0,1713.3378283977509,,,,,,,,,,,,,,,,0.47439999999999993,1.1102230246251565e-16,0.47440000000000004,0.47440000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,0.0,1.0,1634.0,86.0,19.0,1634.0,0.5,,,0.0,1722.680904865265,,,,,,,,,,,,,,,,0.23270000000000002,0.0,0.23270000000000002,0.23270000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,0.0,1.0,1653.0,87.0,19.0,1653.0,0.5,,,0.0,1732.0795757770538,,,,,,,,,,,,,,,,0.38820000000000005,5.551115123125783e-17,0.3882,0.3882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,0.0,1.0,1672.0,88.0,19.0,1672.0,0.5,,,0.0,1741.6224784851074,,,,,,,,,,,,,,,,0.37810000000000005,0.0,0.37810000000000005,0.37810000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,0.0,1.0,1691.0,89.0,19.0,1691.0,0.5,,,0.0,1752.0209929943085,,,,,,,,,,,,,,,,0.5260999999999999,1.1102230246251565e-16,0.5261,0.5261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,0.0,1.0,1710.0,90.0,19.0,1710.0,0.5,,,0.0,1761.4821248054504,,,,,,,,,,,,,,,,0.35700000000000004,5.551115123125783e-17,0.357,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,0.0,1.0,1729.0,91.0,19.0,1729.0,0.5,,,0.0,1770.7112128734589,,,,,,,,,,,,,,,,0.14590000000000006,2.7755575615628914e-17,0.14590000000000003,0.14590000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,0.0,1.0,1748.0,92.0,19.0,1748.0,0.5,,,0.0,1780.4004538059235,,,,,,,,,,,,,,,,0.2979000000000001,5.551115123125783e-17,0.29790000000000005,0.29790000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,0.0,1.0,1767.0,93.0,19.0,1767.0,0.5,,,0.0,1790.4908409118652,,,,,,,,,,,,,,,,0.30039999999999994,5.551115123125783e-17,0.3004,0.3004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0.0,1.0,1786.0,94.0,19.0,1786.0,0.5,,,0.0,1800.757312297821,,,,,,,,,,,,,,,,0.19379999999999994,0.0,0.19379999999999994,0.19379999999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,0.0,1.0,1805.0,95.0,19.0,1805.0,0.5,,,0.0,1810.5512738227844,,,,,,,,,,,,,,,,0.23929999999999998,2.7755575615628914e-17,0.23929999999999996,0.23929999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,0.0,1.0,1824.0,96.0,19.0,1824.0,0.5,,,0.0,1819.8629400730133,,,,,,,,,,,,,,,,0.17030000000000003,2.7755575615628914e-17,0.1703,0.1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,0.0,1.0,1843.0,97.0,19.0,1843.0,0.5,,,0.0,1830.4151592254639,,,,,,,,,,,,,,,,0.3413000000000001,5.551115123125783e-17,0.34130000000000005,0.34130000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,0.0,1.0,1862.0,98.0,19.0,1862.0,0.5,,,0.0,1841.279883146286,,,,,,,,,,,,,,,,0.24059999999999998,5.551115123125783e-17,0.24060000000000004,0.24060000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,0.0,1.0,1881.0,99.0,19.0,1881.0,0.5,,,0.0,1850.5469057559967,,,,,,,,,,,,,,,,0.36160000000000003,0.0,0.36160000000000003,0.36160000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,0.0,1.0,1900.0,100.0,19.0,1900.0,0.5,,,0.0,1860.1584193706512,,,,,,,,,,,,,,,,0.30959999999999993,5.551115123125783e-17,0.3096,0.3096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,18.0,0.0,1919.0,101.0,19.0,1919.0,0.5,0.21799999999999997,0.21799999999999997,0.0,1870.9461650848389,,,,2.757684873210059,2.121170903340883,9.982049942016602,0.9733030796051025,0.0001,0.0,0.0001,0.0001,94.58727,71.15758,288.00577,23.113338,0.21799999999999997,0.0,0.21799999999999997,0.21799999999999997,,,,,,,,,,,,,,,,,,,,,3.5233824,1.3064815,5.957617,1.6303871,3.677976150983241,1.1259461551227563,5.242974281311035,0.11199999999999999,0.5550686833103452,0.27403265780829705,0.9793960315365798,0.20772926754462112
102,37.0,0.0,1938.0,102.0,19.0,1938.0,0.5,0.15639999999999998,0.15639999999999998,0.0,1880.9659497737885,,,,1.3191614879502191,0.5667124816416061,2.872622013092041,0.5477542877197266,0.0001,0.0,0.0001,0.0001,45.01142,23.909431,94.57609,13.740634,0.1564,2.7755575615628914e-17,0.15639999999999998,0.15639999999999998,,,,,,,,,,,,,,,,,,,,,3.5225525,0.69212675,5.3444753,2.38087,3.675999686989188,1.0433574456914023,5.178615570068359,0.12250000000000005,0.7026809984414747,0.20935008359202215,0.9945464427461527,0.12353320983171556
