episode,top1,reward,total_macs,normalized_macs,normalized_nnz,ckpt_name,action_history,agent_action_history
11,16.45,0.16449999999999998,11627136,28.673295454545457,20.854626143087682,BEST_adc_episode_011,"[0.4375, 0.375, 0.5625, 0.125, 0.0625, 0.3125, 0.6875, 0.71875, 0.3125, 0.625, 0.625, 0.53125, 0.46875, 0.453125, 0.625, 0.484375, 0.703125, 0.4375, 0.625]","[0.43775103957965333, 0.40740289016737297, 0.5925167919701136, 0.13186235910265093, 0.09615350376614676, 0.32015082695814207, 0.6912478731800327, 0.7252226603201957, 0.3412566773590955, 0.6560286651689949, 0.6477407447862836, 0.5363761065270825, 0.49169493198945763, 0.45605049634897576, 0.6384510122077782, 0.4913173918481692, 0.7140947105901895, 0.4435123079202311, 0.6366553952497497]"
12,38.660000000000004,0.38660000000000005,14639040,36.10085227272727,44.48628294782141,BEST_adc_episode_012,"[0.3125, 0.625, 0.625, 0.4375, 0.5625, 0.1875, 0.5, 0.3125, 0.75, 0.5, 0.21875, 0.3125, 0.4375, 0.328125, 0.15625, 0.171875, 0.15625, 0.640625, 0.390625]","[0.36868569715808946, 0.6391646237212247, 0.6400291332923503, 0.4591450008502731, 0.5855329861184739, 0.24788565855670083, 0.5389015321608888, 0.3150195735846907, 0.753403861500634, 0.5257582068669044, 0.23626338310717915, 0.3140199974330242, 0.45733874788040657, 0.3302255730931243, 0.16896275487296575, 0.18456395238338075, 0.16053537841260135, 0.6414069023607339, 0.40105385881339334]"
13,40.339999999999996,0.4034,15265728,37.64630681818182,40.7914201183432,BEST_adc_episode_013,"[0.3125, 0.6875, 0.1875, 0.6875, 0.0625, 0.3125, 0.5625, 0.15625, 0.09375, 0.65625, 0.40625, 0.53125, 0.3125, 0.078125, 0.078125, 0.671875, 0.453125, 0.390625, 0.453125]","[0.3485265485921212, 0.694113118274569, 0.20208981036887486, 0.74030133621399, 0.1200334825130983, 0.3205918309999974, 0.5818519809217233, 0.1570712606433585, 0.09951516962635036, 0.6704353095835456, 0.4279687436305971, 0.5523364260191368, 0.34114703250188916, 0.0885748026934649, 0.0925954521160026, 0.6794618280801918, 0.4583095886068996, 0.40034455795772, 0.45567575263371557]"
14,41.120000000000005,0.41120000000000007,19315008,47.63210227272727,40.41151156535772,BEST_adc_episode_014,"[0, 0.125, 0.4375, 0.4375, 0.125, 0, 0.1875, 0.46875, 0.625, 0.34375, 0.21875, 0.5, 0.25, 0.234375, 0.390625, 0.625, 0.25, 0.390625, 0.21875]","[0.05649311393123628, 0.161069207698615, 0.4463642571796586, 0.45544644547054564, 0.183194450003662, 0.056868663680079375, 0.20857070527782154, 0.4688894369617454, 0.6432603267590721, 0.34444474907500566, 0.22709213303070186, 0.5067353901337112, 0.2671983300265322, 0.24887153194028025, 0.40496998690730684, 0.6350328970384083, 0.2651592378364056, 0.3996641067129697, 0.22133204453221872]"
15,24.31,0.24309999999999998,12528576,30.896306818181817,30.62466379774072,BEST_adc_episode_015,"[0.375, 0.0625, 0.6875, 0.625, 0.0625, 0.5, 0.375, 0.09375, 0.5, 0.625, 0.75, 0.65625, 0.40625, 0.15625, 0.453125, 0.65625, 0.3125, 0.484375, 0.484375]","[0.4127720741135361, 0.08126981196461153, 0.7312762188578077, 0.6387742384635583, 0.07576080920194199, 0.5330892524627092, 0.3789180933246046, 0.10632139518034572, 0.5177461616178789, 0.6498328767323167, 0.7558869402280746, 0.6668990653165101, 0.4374086668189861, 0.16944099888875386, 0.46283634557309566, 0.66875052455862, 0.3254492853572277, 0.48919535649081847, 0.49771973381135654]"
16,22.629999999999995,0.22629999999999995,11501568,28.363636363636363,28.472969338353955,BEST_adc_episode_016,"[0.75, 0.5, 0.75, 0.5, 0.375, 0.125, 0.75, 0.46875, 0.5625, 0.59375, 0.21875, 0.21875, 0.40625, 0.421875, 0.390625, 0.453125, 0.5, 0.640625, 0.453125]","[0.7860990025889187, 0.5214392259694545, 0.7753291140770996, 0.540801036120431, 0.3784658119762309, 0.16253434829724775, 0.7747328417577131, 0.47776549978192484, 0.5637655685687791, 0.6234706873357188, 0.2190615270999349, 0.23370692824428338, 0.40861192824457043, 0.42538588925809667, 0.3986240828270672, 0.46127871033410317, 0.5011649805417244, 0.6485253611099112, 0.4598678154451124]"
17,29.990000000000006,0.29990000000000006,15580800,38.42329545454545,46.45306616460463,BEST_adc_episode_017,"[0.25, 0.125, 0.625, 0.75, 0.625, 0.3125, 0.1875, 0.1875, 0.46875, 0.625, 0.59375, 0.59375, 0.09375, 0.1875, 0.1875, 0.09375, 0.265625, 0.734375, 0.234375]","[0.2500205105647346, 0.16343295834249716, 0.6395078153378355, 0.7591319039675767, 0.6785520067276138, 0.32146135607050336, 0.22902823706134123, 0.21464007150669048, 0.47272209792689696, 0.6303723241748297, 0.597423148542652, 0.5966668293617569, 0.12094705732200396, 0.20135361834671625, 0.19284113655473736, 0.09375788205339483, 0.2694273598268846, 0.7423024639473168, 0.24707037115258437]"
18,12.509999999999998,0.1251,11657088,28.74715909090909,29.431145777299623,BEST_adc_episode_018,"[0.0625, 0.1875, 0.375, 0.5625, 0.375, 0.6875, 0.6875, 0.75, 0.5, 0.5625, 0.75, 0.34375, 0.65625, 0.765625, 0.765625, 0.0625, 0.0625, 0.578125, 0.5625]","[0.11413571530873237, 0.19924696184608254, 0.39786235376684054, 0.6043905046814614, 0.41817763158444826, 0.7377984350225674, 0.7170142733750019, 0.7648826239431596, 0.5178777620471352, 0.5632759677638715, 0.7776489813914367, 0.3641000299910561, 0.6657795661238449, 0.7766346101817851, 0.7771603422854785, 0.07522803538098446, 0.07550036755156478, 0.5864374628573674, 0.5754639274018913]"
19,46.34,0.46340000000000003,14806656,36.51420454545454,33.41178052716514,BEST_adc_episode_019,"[0.1875, 0.125, 0.1875, 0.25, 0.625, 0.5625, 0.1875, 0.5, 0.46875, 0.5, 0.4375, 0.65625, 0.4375, 0.3125, 0.46875, 0.3125, 0.34375, 0.578125, 0.4375]","[0.22083903312535333, 0.15907154285870206, 0.23716853279113756, 0.28820357668330754, 0.6450370432237814, 0.6153392223480605, 0.21617561390705975, 0.5106020060480139, 0.4984991949112175, 0.5178734763392482, 0.45123792583606126, 0.6709553365286474, 0.44173590182085076, 0.3225667365367055, 0.4829965596156546, 0.32636600052685993, 0.3565354669989418, 0.5822947376568358, 0.4389928517556827]"
20,16.679999999999996,0.16679999999999995,9063936,22.352272727272727,28.234265734265733,BEST_adc_episode_020,"[0.6875, 0.625, 0.4375, 0.4375, 0.625, 0.625, 0.3125, 0.28125, 0.71875, 0.78125, 0.71875, 0.6875, 0.71875, 0.578125, 0.171875, 0.546875, 0.609375, 0.34375, 0.140625]","[0.7286645126555898, 0.6834212687551426, 0.45724525394832805, 0.49565649614245066, 0.6634853006083051, 0.646866981311676, 0.3695953900906111, 0.3038235983116045, 0.7224876983339622, 0.7825049424008171, 0.7366273020706814, 0.6959726874896738, 0.7286278822888193, 0.587825930057341, 0.1771894692944859, 0.5489241086226175, 0.6100560319170956, 0.3473441803261714, 0.1450269979050301]"
21,43.96,0.4396,12966336,31.975852272727273,41.42011834319527,BEST_adc_episode_021,"[0.5, 0.625, 0.5, 0.3125, 0.75, 0.5, 0.5, 0.78125, 0.46875, 0.625, 0.3125, 0.1875, 0.46875, 0.171875, 0.21875, 0.109375, 0.28125, 0.703125, 0.65625]","[0.5035013303440234, 0.6434604572303826, 0.5168572137966572, 0.3697686280999205, 0.7505280388302401, 0.5238981908403633, 0.5399247162927556, 0.7982684299268645, 0.4748798813609883, 0.6331586822689026, 0.32212716856510376, 0.19785620034716964, 0.4856425604214159, 0.1806062764797957, 0.22994310552899855, 0.12079285333715317, 0.2961650796691456, 0.7047827171373259, 0.6668857075037727]"
22,32.31,0.3231,14399424,35.50994318181818,33.929532006455084,BEST_adc_episode_022,"[0.625, 0.3125, 0.0625, 0.1875, 0.75, 0.4375, 0.4375, 0.28125, 0.71875, 0.75, 0.1875, 0.3125, 0.09375, 0.296875, 0.59375, 0.5625, 0.34375, 0.265625, 0.59375]","[0.6871352938442369, 0.3307765947713608, 0.10394221968535022, 0.21877512405351127, 0.7735411413112073, 0.4895500620005025, 0.484642677972515, 0.28537380949989444, 0.726738518288259, 0.7524119838782954, 0.19710271296828513, 0.33833774485836016, 0.09694521450107266, 0.29829923146578136, 0.6034138643379657, 0.5726224224505304, 0.34478914799519234, 0.2694937984424399, 0.5979031386183021]"
23,35.540000000000006,0.35540000000000005,14073984,34.70738636363636,39.27178590640129,BEST_adc_episode_023,"[0.125, 0.375, 0.625, 0.25, 0.3125, 0.6875, 0.0625, 0.40625, 0.3125, 0.5625, 0.6875, 0.65625, 0.6875, 0.25, 0.546875, 0.09375, 0.328125, 0.40625, 0.15625]","[0.15474534510156346, 0.43706323942496217, 0.6782911577173081, 0.2720501738825616, 0.3168168721143689, 0.6883228044132428, 0.0636033535850188, 0.41534969581785386, 0.33700114123686664, 0.5702809880851735, 0.7012314406500562, 0.6658355787269398, 0.6895494706552794, 0.2508389981606529, 0.5615484684186381, 0.10490548348862488, 0.329309283371062, 0.4134190630777204, 0.15976283040309586]"
24,26.029999999999998,0.2603,15381504,37.93181818181818,39.591178052716515,BEST_adc_episode_024,"[0.5, 0.5625, 0.625, 0.1875, 0.4375, 0.3125, 0.5, 0.09375, 0.625, 0.0625, 0.09375, 0.46875, 0.71875, 0.28125, 0.75, 0.734375, 0.203125, 0.046875, 0.125]","[0.5197173027390133, 0.5920540741990695, 0.6336557414886463, 0.1996774915472747, 0.44109430666175975, 0.36003168109960065, 0.5396809910344693, 0.09555601717368806, 0.637013542496133, 0.09094247392717182, 0.11832679298057398, 0.470993083030376, 0.7410012120025692, 0.2854372371158394, 0.7535836363274591, 0.7492776788108317, 0.21725672751007485, 0.055175325912780446, 0.13845073970968472]"
25,40.92,0.4092,16923456,41.734375,38.777568585260894,BEST_adc_episode_025,"[0.75, 0.1875, 0.5, 0, 0.3125, 0.3125, 0.125, 0.3125, 0.4375, 0.5, 0.59375, 0.1875, 0.1875, 0.046875, 0.765625, 0.140625, 0.296875, 0.5625, 0.15625]","[0.7581737006137664, 0.2419266801228323, 0.5622454228253139, 0.05370712429621415, 0.3327837255914403, 0.3598361870582173, 0.12916529737997812, 0.31913075882720127, 0.4399799006824089, 0.5204819556361114, 0.6130724428250659, 0.18853422743251305, 0.2061687064234162, 0.057389510937001675, 0.780307166475636, 0.1414783658121581, 0.2974855056993596, 0.5630332625220957, 0.16955239990533721]"
26,30.94,0.3094,14488128,35.72869318181818,37.311726734803656,BEST_adc_episode_026,"[0.6875, 0.25, 0.25, 0.5625, 0.5625, 0.5, 0.0625, 0.25, 0.6875, 0.375, 0.5, 0.21875, 0.34375, 0.140625, 0.59375, 0.4375, 0.3125, 0.296875, 0.5]","[0.7456347982525983, 0.3114646101767517, 0.26336197629319935, 0.6093973858418028, 0.6067916775668762, 0.5047389050194847, 0.10077763723270698, 0.2546151112832366, 0.7010756540119522, 0.39615320773996443, 0.5199864549573392, 0.22261315172532856, 0.3539892832895928, 0.15217249488472956, 0.6056111391346916, 0.44169800719321206, 0.31436647969644665, 0.30437972496838717, 0.5000067886249961]"
27,27.24,0.2724,11443392,28.220170454545457,20.488165680473372,BEST_adc_episode_027,"[0.1875, 0.375, 0.6875, 0.5, 0.1875, 0.5, 0.375, 0.46875, 0.03125, 0.59375, 0.625, 0.25, 0.59375, 0.4375, 0.59375, 0.46875, 0.734375, 0.609375, 0.75]","[0.22286262293948422, 0.41761547935796406, 0.7247749763775426, 0.5193766020794508, 0.1898145021408576, 0.5602538817352112, 0.38965493119585853, 0.4728583615212735, 0.05908629363157567, 0.6170423947631406, 0.634761257325408, 0.2510359527516137, 0.6138749534155998, 0.43964065234720057, 0.6025285041456259, 0.48163578423653136, 0.738799105752362, 0.6173533853525461, 0.7577397023639314]"
28,13.690000000000001,0.13690000000000002,11242368,27.724431818181817,34.05056481979559,BEST_adc_episode_028,"[0.125, 0.4375, 0.6875, 0.625, 0.5625, 0.5625, 0.3125, 0.65625, 0.59375, 0.375, 0.6875, 0.59375, 0.46875, 0.0625, 0.515625, 0.59375, 0.203125, 0.484375, 0.078125]","[0.14990413042176598, 0.499567678039238, 0.7459095696812721, 0.6522803294391476, 0.6006581191613676, 0.5783612061153424, 0.3728105902291372, 0.6587408033663805, 0.5968210400037818, 0.39175785289136855, 0.7028415980082336, 0.6232167036201832, 0.4719762168333647, 0.07598088675717063, 0.5287599733438473, 0.5992850458350666, 0.21507891139233215, 0.48737507178340334, 0.07818367928090472]"
29,38.13999999999999,0.38139999999999996,15562368,38.37784090909091,36.60233996772458,BEST_adc_episode_029,"[0.5625, 0.5625, 0.1875, 0.5, 0.1875, 0.5625, 0.5625, 0.46875, 0.03125, 0.0625, 0.53125, 0.1875, 0.5, 0.21875, 0.421875, 0.609375, 0.078125, 0.5, 0.703125]","[0.5689930732658992, 0.5819183562276765, 0.21022197615497543, 0.5122822725812615, 0.22890890046450693, 0.5887161466397791, 0.5867695143883134, 0.4773591867251582, 0.059972721050101555, 0.07036262114007659, 0.5607243667702724, 0.18970135742324673, 0.5220669278808754, 0.22719008825243103, 0.43476204076864405, 0.6149312066058823, 0.08104227545028161, 0.5049297806228846, 0.705415623853934]"
30,18.42,0.18420000000000003,13746816,33.90056818181818,46.268154922001074,BEST_adc_episode_030,"[0.5625, 0.6875, 0.5625, 0.375, 0.75, 0.6875, 0.4375, 0.5, 0.09375, 0.21875, 0.59375, 0.6875, 0.21875, 0.15625, 0.046875, 0.40625, 0.5625, 0.3125, 0.21875]","[0.577496871087258, 0.7054690709875491, 0.6082647493060366, 0.425733477954382, 0.7997523516442773, 0.6957049699319452, 0.4516097498064566, 0.509549336053908, 0.11183761661059077, 0.2220763145807243, 0.6224310490498709, 0.7077635609363195, 0.23286985998924525, 0.15675722433004072, 0.06199648397219792, 0.4092154289134458, 0.5653023408769873, 0.3176063824751568, 0.22520032751770697]"
31,42.66,0.4266,16641792,41.03977272727273,39.79626143087682,BEST_adc_episode_031,"[0.3125, 0.75, 0.5, 0.5625, 0.125, 0.25, 0.1875, 0.25, 0.125, 0.59375, 0.1875, 0.40625, 0.0625, 0.40625, 0.6875, 0.53125, 0.3125, 0.1875, 0.28125]","[0.36286229179359464, 0.7910517424596337, 0.5439680150491928, 0.592590603754052, 0.15107580021417488, 0.29914736126895053, 0.22828329578121836, 0.2716009391093814, 0.12607703746942056, 0.6103086530216374, 0.19611498115655282, 0.4158203810130716, 0.08563285243660865, 0.417467996716756, 0.6933588160287073, 0.542829577484465, 0.31841821388354724, 0.19670082909631625, 0.28438929848782346]"
32,40.5,0.405,15737472,38.80965909090909,42.57665411511565,BEST_adc_episode_032,"[0.3125, 0.375, 0.5625, 0.375, 0.1875, 0.5, 0.5, 0.03125, 0.75, 0.71875, 0.34375, 0.25, 0.0625, 0.484375, 0.0625, 0.1875, 0.703125, 0.15625, 0.421875]","[0.3569067049635647, 0.4046485295781274, 0.5628904258140921, 0.39017496729107887, 0.20964497082060174, 0.52749513790483, 0.5575161586035997, 0.05910935111679758, 0.7641634723157937, 0.721599796798192, 0.3459028840261735, 0.2648666914798087, 0.07606002040546365, 0.4846949969335701, 0.06889456178882669, 0.20243989237310325, 0.7181120121334039, 0.16450340518166923, 0.43518996105858554]"
33,21.950000000000003,0.21950000000000003,12859200,31.71164772727273,33.02850995158688,BEST_adc_episode_033,"[0.5625, 0.125, 0.5, 0.375, 0.6875, 0.4375, 0.1875, 0.28125, 0.53125, 0.75, 0.59375, 0.4375, 0.21875, 0.5625, 0.546875, 0.671875, 0.0625, 0.34375, 0.3125]","[0.5935383698294882, 0.16538999142760485, 0.5051935691333265, 0.43705103031814235, 0.732002320975447, 0.45383716302570115, 0.1967880666195715, 0.3092186496348858, 0.5609431075160898, 0.7523503317075753, 0.60473519400266, 0.4447579970752885, 0.24251586274712508, 0.5754964192162746, 0.5493849893006277, 0.6756272710954215, 0.06365652652169941, 0.3531485343723436, 0.31622719379188113]"
34,43.2,0.43200000000000005,14390784,35.48863636363636,34.19176976869285,BEST_adc_episode_034,"[0.125, 0.5625, 0.4375, 0.375, 0.1875, 0.375, 0.6875, 0.15625, 0.5, 0.5, 0.46875, 0.4375, 0.09375, 0.453125, 0.328125, 0.359375, 0.359375, 0.5625, 0.703125]","[0.16212321001086966, 0.5683689674104652, 0.4659216194437245, 0.396310595516552, 0.1931125723052728, 0.3839913586983972, 0.7176058627847585, 0.17133945643822013, 0.5196539635266146, 0.5254797231841974, 0.4838595261528536, 0.4604499871768091, 0.111646490869276, 0.45652587033280073, 0.33884327250567636, 0.36396294705820403, 0.37165365296584835, 0.5682391827304203, 0.7032836349450463]"
35,44.769999999999996,0.4477,15801984,38.96875,41.036847767617,BEST_adc_episode_035,"[0.6875, 0.1875, 0.5, 0.5, 0.4375, 0.0625, 0.0625, 0.75, 0.4375, 0.1875, 0.6875, 0.4375, 0.125, 0.203125, 0.328125, 0.5625, 0.140625, 0.359375, 0.53125]","[0.7412267744545427, 0.19211677660408594, 0.5131563695814901, 0.5394942946315308, 0.48532643718966884, 0.08845383624478413, 0.07419064522907301, 0.7533776577522653, 0.4518489452101756, 0.18796037467763102, 0.7140290947793512, 0.4423639097599487, 0.12876652578020253, 0.21013122158968206, 0.3331504358519686, 0.5699930109576302, 0.14621800630422738, 0.3732033085401438, 0.5319914909659126]"
36,37.46000000000001,0.3746000000000001,13415040,33.08238636363636,31.814819795589028,BEST_adc_episode_036,"[0.3125, 0.5625, 0.5, 0.1875, 0.4375, 0.25, 0.1875, 0.5, 0.40625, 0.5, 0.59375, 0.6875, 0.375, 0.5625, 0.1875, 0.53125, 0.453125, 0.25, 0.625]","[0.3447101505012113, 0.5838981924127399, 0.5403933631040821, 0.23443319690356285, 0.4812517587557209, 0.26331232070782834, 0.24716079392835416, 0.5082449002671847, 0.41143814886226215, 0.5204242264749827, 0.6064286264503532, 0.6997223462748335, 0.37530152055667443, 0.5778209548922094, 0.20239726472971417, 0.5411581234954986, 0.46830891555270204, 0.2617165957654559, 0.6308999571064315]"
37,15.43,0.1543,11098944,27.370738636363633,20.141877353415815,BEST_adc_episode_037,"[0.25, 0.75, 0.6875, 0.125, 0.5, 0.375, 0.4375, 0.21875, 0.40625, 0.28125, 0.65625, 0.15625, 0.46875, 0.671875, 0.203125, 0.796875, 0.71875, 0.5625, 0.6875]","[0.2801990872614437, 0.7835054049536629, 0.7049100893075522, 0.17538644244083984, 0.5549783652507075, 0.377571777906766, 0.4748324760903627, 0.22645441506199476, 0.4314956181867264, 0.2829067994879273, 0.6581208238666288, 0.18368149776698373, 0.48578113527478184, 0.6840097076411455, 0.20542241548310958, 0.798355373040485, 0.720546468533511, 0.5702787790246696, 0.6913895329976759]"
38,52.94,0.5294,17091648,42.14914772727273,43.269230769230774,BEST_adc_episode_038,"[0.4375, 0.6875, 0.6875, 0.625, 0.0625, 0.0625, 0.5625, 0.75, 0.125, 0.0625, 0.25, 0.40625, 0.0625, 0.15625, 0.375, 0.09375, 0.53125, 0.484375, 0.703125]","[0.47861893279311746, 0.7316206376803995, 0.6962840921972365, 0.6617968241636097, 0.07258772316023646, 0.0708178214826691, 0.6020492255010722, 0.7733434632108909, 0.15029889592143303, 0.07066261584657235, 0.2562737809282449, 0.4185947969308069, 0.06307934371167966, 0.16279989731830674, 0.3836653765283789, 0.10184011357107492, 0.5389149267999395, 0.49514218456193804, 0.7034525008100617]"
39,12.250000000000005,0.12250000000000005,9530496,23.502840909090907,28.879774072081766,BEST_adc_episode_039,"[0.4375, 0.375, 0.75, 0.75, 0.125, 0.75, 0.25, 0.65625, 0.71875, 0.78125, 0.15625, 0.71875, 0.09375, 0.78125, 0.421875, 0.65625, 0.53125, 0.125, 0.109375]","[0.4534405261922781, 0.42175674334356467, 0.7544734881186071, 0.7958845661227978, 0.14930969936391475, 0.7771708644295204, 0.2947702245152878, 0.6684316414481555, 0.7303533387074765, 0.78383200482477, 0.1599933787160464, 0.7477042517794104, 0.11959154238334638, 0.7864889508615092, 0.4227206413453241, 0.671157891404743, 0.5423699665983726, 0.1301335734166033, 0.11208440305523618]"
